riga;nome attributo;valore da imputare;valore imputato
3821;City;Manchester;?
864;Sales;166.16;199.98
3547;Product_ID;OFF-PA-10003172;?
222;Product_Name;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
2251;Segment;Corporate;Corporate
4219;Region;Central;Central
2255;Product_Name;Boston Home & Office Model 2000 Electric Pencil Sharpeners;Newell Chalk Holder
4071;Sub-Category;Tables;Tables
2725;Region;West;West
4182;Segment;Consumer;Consumer
4275;Segment;Consumer;Consumer
286;Product_ID;OFF-BI-10001922;OFF-BI-10002012
1997;City;Bakersfield;?
1088;Product_Name;Tennsco Regal Shelving Units;?
1952;Ship_Mode;Standard Class;?
766;State;Texas;Texas
2243;Product_Name;Ibico Laser Imprintable Binding System Covers;Ibico Laser Imprintable Binding System Covers
185;Region;South;South
4319;Segment;Home Office;Home Office
3827;Ship_Mode;Standard Class;?
1236;Sub-Category;Labels;Labels
304;City;Salinas;?
2630;State;Texas;?
406;Product_Name;Staples;?
270;Customer_Name;Emily Phan;?
3459;Customer_Name;Tracy Collins;?
3686;Product_Name;Bush Heritage Pine Collection 5-Shelf Bookcase Albany Pine Finish *Special Order;Bush Heritage Pine Collection 5-Shelf Bookcase Albany Pine Finish *Special Order
2918;Customer_Name;Paul Van Hugh;Paul Van Hugh
779;Product_ID;TEC-PH-10001760;?
2644;City;Albuquerque;?
1806;State;Texas;Texas
3867;Product_Name;Cardinal EasyOpen D-Ring Binders;Cardinal EasyOpen D-Ring Binders
1124;Customer_ID;TM-21010;TM-21010
4042;Ship_Mode;Standard Class;?
2100;Sales;12.46;23.14
2799;Customer_ID;EM-14140;EM-14140
2691;Customer_ID;AB-10150;AB-10150
1214;Customer_Name;Theresa Swint;Theresa Swint
523;Customer_ID;LB-16795;LW-16990
1316;City;Chicago;?
1347;Product_ID;TEC-AC-10004877;?
735;Product_ID;OFF-BI-10003638;FUR-FU-10002445
4173;Segment;Corporate;Corporate
837;Customer_Name;Eric Hoffmann;?
286;State;California;?
4185;Product_ID;OFF-LA-10004853;?
2629;Segment;Consumer;Consumer
2088;Ship_Mode;Standard Class;?
1686;Product_ID;FUR-CH-10000863;?
3147;Sales;100.0;?
704;Sales;2625.12;1640.7
2238;Product_ID;OFF-ST-10004507;?
2420;Sales;211.84;?
1138;Region;South;South
2295;Product_Name;Luxo Adjustable Task Clamp Lamp;Luxo Adjustable Task Clamp Lamp
2714;Region;West;West
4312;Ship_Mode;Standard Class;?
481;Segment;Consumer;Consumer
413;Product_ID;OFF-ST-10004963;?
2007;Product_ID;OFF-BI-10001759;?
3012;Ship_Mode;Standard Class;?
2274;Segment;Consumer;Consumer
3365;Segment;Consumer;Consumer
1238;Segment;Consumer;Consumer
4306;Sub-Category;Appliances;Appliances
3480;Sales;12.96;?
3647;Customer_ID;PS-19045;PS-19045
1212;Sub-Category;Envelopes;?
3934;Ship_Mode;Standard Class;?
3499;Sub-Category;Phones;?
4260;Customer_Name;Christine Sundaresam;Christine Sundaresam
3997;Sub-Category;Labels;?
2718;Segment;Consumer;Consumer
2607;City;Medina;?
