riga;nome attributo;valore da imputare;valore imputato
2527;Segment;Corporate;Corporate
2692;Sub-Category;Storage;Storage
373;Product_ID;OFF-AP-10000275;?
3024;Customer_ID;HE-14800;HE-14800
463;Ship_Mode;First Class;First Class
2491;Region;West;West
2002;Product_ID;OFF-FA-10003112;?
2247;Product_Name;Jensen SMPS-640 - speaker phone;Jensen SMPS-640 - speaker phone
618;Sub-Category;Fasteners;Fasteners
298;Product_ID;OFF-AR-10003469;?
424;Region;West;West
1882;Region;Central;Central
2880;Ship_Mode;Standard Class;?
465;Ship_Mode;Standard Class;?
2445;Product_ID;FUR-CH-10004063;?
2667;Sales;4.45;?
1970;Ship_Mode;Standard Class;Standard Class
486;City;Los Angeles;Los Angeles
3558;Region;South;South
2850;Customer_ID;GB-14530;GB-14530
1324;Customer_ID;SF-20065;SF-20065
3435;Product_Name;Harbour Creations Steel Folding Chair;Harbour Creations Steel Folding Chair
1784;City;San Francisco;?
1123;Product_Name;DAX Charcoal/Nickel-Tone Document Frame 5 x 7;DAX Charcoal/Nickel-Tone Document Frame 5 x 7
2293;Region;South;South
4184;Product_ID;OFF-BI-10001757;?
2926;Ship_Mode;Standard Class;?
426;Ship_Mode;Second Class;?
2440;Customer_Name;Greg Matthias;Greg Matthias
3393;Customer_ID;EH-14125;EH-14125
3646;State;California;California
2783;Region;West;West
2767;Customer_Name;Mark Van Huff;Mark Van Huff
876;Sales;1441.3;?
2119;Region;Central;Central
2941;Segment;Corporate;Corporate
365;Product_Name;GBC Plastic Binding Combs;GBC Plastic Binding Combs
3939;Customer_ID;LS-16975;LS-16975
52;Ship_Mode;Standard Class;?
2084;Ship_Mode;Standard Class;Standard Class
43;Product_Name;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;?
2032;Segment;Consumer;Consumer
3880;Sub-Category;Paper;?
1450;Product_ID;FUR-TA-10002530;?
2747;City;Chicago;?
3605;Region;South;South
2010;Ship_Mode;Standard Class;Standard Class
1500;State;New Jersey;?
3350;City;Columbia;?
3322;Sales;207.24;?
2592;City;Chicago;?
2823;Customer_ID;BT-11485;BT-11485
734;State;Washington;Washington
1159;Sales;15.92;?
3187;City;San Antonio;?
1980;Region;West;West
3325;Customer_ID;KM-16720;KM-16720
4326;Region;East;East
2334;Product_ID;OFF-EN-10002500;?
3766;Region;East;East
2790;Sub-Category;Paper;?
4492;Ship_Mode;Standard Class;?
4255;Region;South;South
4245;Customer_ID;RE-19405;?
2867;Product_ID;TEC-AC-10004227;?
2062;Sub-Category;Binders;Binders
2593;Product_Name;Staple envelope;Staple envelope
3294;Customer_Name;Maria Zettner;Maria Zettner
355;Customer_ID;CS-12355;CS-12355
2837;City;Olathe;?
319;Sub-Category;Art;Art
1106;Region;East;East
4047;Product_ID;OFF-AR-10000940;?
3523;Segment;Consumer;Consumer
674;Region;East;East
1602;Customer_ID;NB-18655;NB-18655
2682;Product_Name;Wirebound Message Books 2 7/8 x 5 3 Forms per Page;?
15;Customer_ID;Dp-13240;Dp-13240
537;City;Louisville;?
2833;Sub-Category;Binders;Binders
1507;Region;South;South
4497;Ship_Mode;Standard Class;Standard Class
2606;Product_ID;OFF-AP-10003287;?
1344;Customer_Name;Alice McCarthy;Alice McCarthy
1521;State;California;California
3867;Segment;Consumer;Consumer
1150;Customer_ID;HR-14830;HR-14830
4181;City;San Francisco;?
1992;Product_Name;Crayola Anti Dust Chalk 12/Pack;Crayola Anti Dust Chalk 12/Pack
587;Segment;Home Office;Home Office
3310;Customer_Name;Cyra Reiten;Cyra Reiten
4358;Segment;Corporate;Corporate
1659;Product_Name;Staple holder;Staple holder
2528;City;New York City;?
25;Customer_ID;FA-14230;FA-14230
2001;Ship_Mode;Standard Class;Standard Class
2078;Sales;28.91;?
636;Ship_Mode;Second Class;Second Class
17;Customer_Name;Bill Donatelli;Bill Donatelli
197;Segment;Corporate;Corporate
185;Ship_Mode;Second Class;Second Class
1745;Customer_ID;FH-14275;FH-14275
1660;Customer_ID;AG-10330;AG-10330
822;Customer_Name;Ken Black;?
752;Region;East;East
3691;City;Arlington;?
1525;Sales;25.92;?
3884;Sub-Category;Binders;Binders
1578;State;Tennessee;Tennessee
1242;Customer_ID;SV-20815;SV-20815
1930;State;Texas;Texas
1534;Sales;186.69;?
1912;Product_Name;Geemarc AmpliPOWER60;Geemarc AmpliPOWER60
539;State;California;?
1525;Ship_Mode;Standard Class;?
3542;City;Bakersfield;?
1291;Customer_Name;Darrin Van Huff;Darrin Van Huff
