riga;nome attributo;valore da imputare;valore imputato
3446;Segment;Home Office;?
4161;Sales;38.22;1577.94
1787;Sub-Category;Storage;?
2125;City;Las Vegas;?
3777;Sales;287.88;2803.92
2911;Customer_ID;BT-11530;Dl-13600
1009;Customer_ID;HA-14920;SS-20875
774;State;California;Rhode Island
4108;Customer_ID;GH-14410;TB-21625
4210;Sub-Category;Envelopes;?
1788;Ship_Mode;Same Day;Second Class
3106;Region;West;?
2838;Product_ID;FUR-CH-10000553;OFF-PA-10001870
105;Ship_Mode;Standard Class;Second Class
561;Customer_ID;JM-15250;KB-16585
425;City;Detroit;?
979;Segment;Home Office;?
1452;Segment;Corporate;?
3284;Product_Name;Jabra SPEAK 410;Logitech B530 USB Headset - headset - Full size Binaural
2328;Product_Name;Adams While You Were Out Message Pads;?
323;Sales;13.36;?
37;Ship_Mode;Second Class;?
4413;Segment;Consumer;?
3077;State;Arizona;?
586;Product_ID;OFF-EN-10003798;OFF-EN-10003862
1229;Ship_Mode;Standard Class;Second Class
169;Region;East;?
595;Segment;Consumer;Consumer
317;State;Arizona;Oklahoma
811;Sales;115.44;?
543;State;Ohio;?
242;Customer_Name;Arianne Irving;?
3966;Segment;Corporate;Corporate
1100;Sales;49.85;239.98
1952;Sub-Category;Binders;?
2040;Region;Central;?
2883;Product_Name;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;?
172;City;New York City;Gulfport
2077;Ship_Mode;Standard Class;Second Class
1428;City;Superior;Superior
177;State;Georgia;Arkansas
234;Sub-Category;Storage;?
2596;State;Texas;?
2558;Sales;17.12;1082.48
2287;Region;East;?
331;City;Columbus;?
1337;Ship_Mode;Same Day;Same Day
1287;Region;East;?
55;State;Arizona;Rhode Island
4022;Region;Central;?
2333;Customer_ID;WB-21850;?
2942;City;New York City;?
2114;City;Gilbert;?
641;Customer_Name;Deborah Brumfield;?
2506;Customer_ID;AP-10915;TB-21625
1454;State;Pennsylvania;New Mexico
936;Customer_Name;Pamela Stobb;?
2782;Ship_Mode;Standard Class;Same Day
1135;Ship_Mode;Standard Class;Second Class
4341;Product_ID;OFF-AR-10004165;FUR-TA-10000577
3198;Product_ID;OFF-BI-10000948;OFF-BI-10004230
3761;Customer_Name;Christopher Martinez;?
458;Customer_Name;Brenda Bowman;?
3019;Product_Name;Logitech G600 MMO Gaming Mouse;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand
3727;Sub-Category;Accessories;?
4117;Sales;79.92;?
3863;Customer_Name;James Galang;?
3203;City;Decatur;?
3076;Ship_Mode;First Class;Same Day
4105;Sales;8.74;?
204;Sales;11.68;1525.19
1539;Region;South;?
2812;Ship_Mode;Second Class;First Class
1564;Sub-Category;Furnishings;?
2704;State;South Carolina;?
4490;City;Plano;?
3840;Ship_Mode;Standard Class;First Class
3549;City;Los Angeles;?
2754;City;Albuquerque;?
261;Sales;5.97;57.58
2062;State;Alabama;?
