riga;nome attributo;valore da imputare;valore imputato
3637;Customer_Name;Eugene Hildebrand;Eugene Hildebrand
3943;Region;West;West
3946;Customer_Name;Henry Goldwyn;Henry Goldwyn
2613;Customer_Name;Karen Bern;Karen Bern
2433;Product_ID;OFF-PA-10004996;?
3514;City;Dover;?
1212;Segment;Corporate;Corporate
2610;Product_ID;OFF-EN-10004459;?
2426;Product_ID;OFF-PA-10000232;?
2536;Region;East;East
4221;Customer_ID;GG-14650;GG-14650
2202;Customer_Name;Maribeth Yedwab;Maribeth Yedwab
769;Customer_Name;Arthur Gainer;Arthur Gainer
1072;Region;West;West
1351;Sales;85.25;?
105;Sub-Category;Paper;Paper
2240;Product_ID;TEC-PH-10002200;?
2503;Ship_Mode;First Class;?
869;Region;East;East
2225;Product_Name;Global Value Steno Chair Gray;?
4127;Segment;Corporate;Corporate
1300;Segment;Consumer;Consumer
2960;City;Lakeville;?
2287;City;New York City;?
1037;Sub-Category;Chairs;Chairs
2332;Product_Name;Kensington 4 Outlet MasterPiece Compact Power Control Center;?
4028;Sub-Category;Binders;Binders
3794;Product_Name;Plantronics Calisto P620-M USB Wireless Speakerphone System;?
183;Sub-Category;Fasteners;Fasteners
779;Ship_Mode;Standard Class;?
1553;Product_Name;Howard Miller 14-1/2 Diameter Chrome Round Wall Clock;?
669;State;California;?
1437;Customer_ID;RA-19915;RA-19915
931;Customer_Name;Harold Dahlen;Harold Dahlen
3154;State;Kentucky;?
435;Product_ID;OFF-BI-10002225;?
1770;Ship_Mode;First Class;?
3641;Sub-Category;Chairs;Chairs
3796;Product_ID;OFF-EN-10004206;?
3016;Customer_Name;Edward Nazzal;?
1410;Customer_ID;AC-10615;AC-10615
3005;City;Clinton;?
421;Segment;Consumer;Consumer
747;Region;West;West
794;Region;West;West
2656;Customer_ID;JK-15205;JK-15205
4070;Region;East;East
92;Ship_Mode;Standard Class;?
2691;Sales;15.99;?
4327;Product_Name;Avery Framed View Binder EZD Ring (Locking) Navy 1 1/2;?
2215;Segment;Corporate;Corporate
3975;Sub-Category;Envelopes;?
2447;Ship_Mode;Same Day;?
3951;City;Houston;?
3317;Product_ID;OFF-AP-10000252;?
3109;Segment;Corporate;Corporate
62;Segment;Consumer;Consumer
2654;State;Texas;?
1210;Ship_Mode;Standard Class;?
2305;Product_Name;Spiral Phone Message Books with Labels by Adams;?
976;State;Massachusetts;Massachusetts
1572;Product_ID;OFF-AR-10002399;?
2988;Customer_ID;KH-16630;KH-16630
3194;Sub-Category;Labels;Labels
2302;Product_Name;Akro Stacking Bins;Akro Stacking Bins
2198;Customer_Name;Brosina Hoffman;Brosina Hoffman
3736;Region;West;West
4073;Region;Central;Central
3967;City;Santa Ana;?
3737;Sales;51.65;?
3821;Region;East;East
2466;Customer_Name;Gary Hwang;Gary Hwang
1210;Segment;Consumer;Consumer
696;Product_Name;Wilson Jones Century Plastic Molded Ring Binders;Wilson Jones Century Plastic Molded Ring Binders
1484;Sales;32.78;?
1196;Customer_ID;VF-21715;VF-21715
852;Sales;999.98;?
4040;State;Illinois;?
2257;Product_Name;Xerox 1917;?
301;Segment;Consumer;Consumer
1993;Customer_ID;SP-20545;SP-20545
135;Region;West;West
2201;Customer_Name;George Ashbrook;George Ashbrook
775;Customer_ID;SW-20275;SW-20275
3260;Customer_Name;Tonja Turnell;Tonja Turnell
2760;Customer_Name;Nicole Fjeld;Nicole Fjeld
2230;Product_Name;O'Sullivan 3-Shelf Heavy-Duty Bookcases;?
1520;Ship_Mode;Standard Class;?
1457;Product_Name;Xerox 192;Xerox 192
1471;Segment;Home Office;Home Office
3404;Sales;15.92;?
4022;Sub-Category;Accessories;Accessories
2620;Sub-Category;Paper;Paper
1725;Customer_Name;Nick Zandusky;Nick Zandusky
3048;Segment;Corporate;Corporate
3495;Sales;330.4;?
1808;Customer_ID;KF-16285;KF-16285
16;City;Camarillo;?
1684;Ship_Mode;Standard Class;?
2017;Ship_Mode;Standard Class;?
2064;Ship_Mode;Same Day;?
2023;Region;South;South
1531;Sales;464.85;?
4208;Ship_Mode;Standard Class;?
3560;Sub-Category;Binders;Binders
4346;Region;Central;Central
266;Product_ID;OFF-PA-10001274;?
2380;Product_Name;OIC Bulk Pack Metal Binder Clips;OIC Bulk Pack Metal Binder Clips
2194;Region;West;West
132;State;Pennsylvania;Pennsylvania
2767;Customer_Name;Mark Van Huff;Mark Van Huff
433;City;Houston;?
2197;Sales;783.96;?
2312;Sales;383.95;?
2676;Sales;479.98;?
1306;Product_ID;OFF-PA-10000029;?
266;Product_Name;Loose Memo Sheets;?
