Second Class;CH-12070;Cathy Hwang;Home Office;?;Michigan;Central;?;Phones;Panasonic KX T7736-B Digital phone;299.9
?;BS-11380;?;Corporate;San Francisco;?;?;OFF-ST-10000736;Storage;Carina Double Wide Media Storage Towers in Natural & Black;242.94
?;?;Dianna Vittorini;Consumer;Oceanside;New York;?;TEC-AC-10002018;?;AmazonBasics 3-Button USB Wired Mouse;13.98
Standard Class;TP-21415;Tom Prescott;Consumer;Freeport;?;East;FUR-FU-10004017;Furnishings;Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49;322.59
First Class;TS-21505;Tony Sayre;Consumer;?;New Hampshire;East;FUR-FU-10004188;Furnishings;Luxo Professional Combination Clamp-On Lamps;?
First Class;VM-21835;Vivian Mathis;Consumer;Boca Raton;Florida;South;?;Accessories;Verbatim Slim CD and DVD Storage Cases 50/Pack;18.46
?;LD-17005;Lisa DeCherney;Consumer;San Francisco;California;?;OFF-BI-10001543;Binders;GBC VeloBinder Manual Binding System;57.58
?;SS-20875;Sung Shariari;Consumer;?;Texas;Central;OFF-PA-10004971;?;?;4.62
?;CA-12775;Cynthia Arntzen;Consumer;Philadelphia;Pennsylvania;East;OFF-BI-10004230;Binders;?;31.09
Second Class;?;?;Consumer;Philadelphia;Pennsylvania;East;?;Tables;Bush Cubix Conference Tables Fully Assembled;138.59
Standard Class;SJ-20215;?;Consumer;Chicago;Illinois;Central;?;Art;Lumber Crayons;15.76
First Class;TB-21625;Trudy Brown;Consumer;?;California;?;?;?;Xerox 1920;?
?;TS-21370;Todd Sumrall;Corporate;Los Angeles;California;West;OFF-ST-10003442;?;?;141.4
Same Day;HG-14845;?;Consumer;Houston;Texas;Central;OFF-PA-10000474;Paper;Easy-staple paper;?
Standard Class;Dp-13240;Dean percer;Home Office;?;North Carolina;South;FUR-TA-10001039;?;KI Adjustable-Height Table;154.76
Standard Class;?;Claudia Bergmann;?;Camarillo;California;West;FUR-BO-10004015;Bookcases;Bush Andora Bookcase Maple/Graphite Gray Finish;509.96
Standard Class;BD-11320;Bill Donatelli;Consumer;Woodland;California;West;TEC-PH-10001299;?;?;239.98
First Class;AB-10165;?;Consumer;?;Ohio;?;OFF-PA-10004971;Paper;Xerox 196;?
Standard Class;?;?;Home Office;Tulsa;Oklahoma;Central;?;Binders;Avery Hanging File Binders;41.86
?;KH-16330;Katharine Harms;?;New York City;New York;East;FUR-FU-10000820;Furnishings;Tensor Brushed Steel Torchiere Floor Lamp;?
First Class;MG-17650;Matthew Grinstein;?;?;?;?;?;Furnishings;?;7.71
Same Day;RW-19540;?;Corporate;?;Washington;West;OFF-AP-10001005;?;?;314.6
?;JE-15610;Jim Epp;?;Lakeland;?;?;?;?;Hunt PowerHouse Electric Pencil Sharpener Blue;60.77
?;AS-10135;Adrian Shami;Home Office;New York City;New York;East;OFF-BI-10000404;Binders;Avery Printable Repositionable Plastic Tabs;41.28
?;?;Frank Atkinson;Corporate;Orlando;?;South;OFF-ST-10003327;Storage;?;?
Second Class;?;Ken Black;?;Hialeah;?;South;FUR-CH-10000988;?;Hon Olson Stacker Stools;1013.83
Standard Class;FM-14380;Fred McMath;Consumer;?;?;East;?;Labels;Avery 477;?
?;KT-16480;Kean Thornton;?;Philadelphia;Pennsylvania;East;TEC-CO-10001449;Copiers;Hewlett Packard LaserJet 3310 Copier;1799.97
Standard Class;EA-14035;?;Corporate;?;?;Central;?;Paper;Xerox 206;10.37
Second Class;DM-13345;Denise Monton;Corporate;Orange;?;East;OFF-BI-10000546;Binders;Avery Durable Binders;?
First Class;JE-15745;Joel Eaton;?;Louisville;Colorado;?;TEC-AC-10004114;Accessories;KeyTronic 6101 Series - Keyboard - Black;196.75
Standard Class;RR-19525;Rick Reed;Corporate;?;Kansas;?;OFF-PA-10003673;Paper;Strathmore Photo Mount Cards;13.56
Second Class;?;Philip Fox;?;Sandy Springs;?;?;OFF-AR-10004344;?;Bulldog Vacuum Base Pencil Sharpener;?
Standard Class;PK-19075;Pete Kriz;?;New York City;New York;East;OFF-BI-10003476;?;Avery Metallic Poly Binders;32.09
Standard Class;?;Saphhira Shifley;Corporate;Los Angeles;California;West;TEC-AC-10003038;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;44.75
?;?;Jennifer Patt;Corporate;Dallas;?;Central;FUR-TA-10003008;Tables;?;127.78
Second Class;?;Neil Ducich;?;Macon;?;South;?;?;Xerox 1931;?
First Class;GT-14755;Guy Thornton;Consumer;Los Angeles;California;West;?;Paper;Xerox 200;?
Second Class;MG-18205;Mitch Gastineau;?;?;Florida;South;OFF-BI-10003712;Binders;Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Light Blue;?
First Class;?;?;?;Columbus;Georgia;South;FUR-CH-10001146;?;Global Value Mid-Back Manager's Chair Gray;121.78
Standard Class;CC-12430;Chuck Clark;Home Office;Concord;New Hampshire;East;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;29.99
Standard Class;SP-20920;Susan Pistek;Consumer;San Luis Obispo;California;West;?;Fasteners;?;3.62
Same Day;GZ-14470;Gary Zandusky;Consumer;Columbia;Maryland;East;OFF-AP-10002945;?;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901.95
First Class;ES-14080;Erin Smith;Corporate;Tempe;Arizona;?;TEC-PH-10001760;Phones;Bose SoundLink Bluetooth Speaker;318.4
Standard Class;ML-17395;?;Corporate;?;California;?;?;Accessories;?;116.0
First Class;?;?;Consumer;Lake Forest;?;?;OFF-AP-10000828;?;?;542.94
Second Class;?;Giulietta Dortch;Corporate;Philadelphia;Pennsylvania;East;?;Phones;Cisco 8x8 Inc. 6753i IP Business Phone System;728.95
Same Day;CC-12220;Chris Cortes;?;Fairfield;Connecticut;East;OFF-EN-10004030;?;Convenience Packs of Business Envelopes;10.86
Second Class;NP-18685;Nora Pelletier;Home Office;Indianapolis;Indiana;Central;TEC-CO-10002095;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;999.98
?;TS-21370;Todd Sumrall;Corporate;Wilmington;?;?;?;Binders;Tuf-Vin Binders;221.06
Same Day;JF-15415;Jennifer Ferguson;Consumer;Seattle;?;?;OFF-PA-10002005;Paper;Xerox 225;19.44
?;?;Sanjit Engle;Consumer;San Jose;?;?;OFF-ST-10000675;Storage;File Shuttle II and Handi-File Black;169.45
?;?;Phillip Flathmann;Consumer;Edmonds;Washington;West;TEC-PH-10002033;Phones;Konftel 250 Conference phone - Charcoal black;455.71
Standard Class;MG-17890;?;Home Office;?;?;?;FUR-BO-10003894;Bookcases;?;120.67
?;CY-12745;Craig Yedwab;Corporate;?;Arizona;West;FUR-FU-10004306;Furnishings;?;621.76
Second Class;MH-18025;Michelle Huthwaite;Consumer;Seattle;Washington;West;FUR-BO-10002213;Bookcases;Sauder Forest Hills Library Woodland Oak Finish;704.9
?;KM-16375;Katherine Murray;Home Office;Salem;Virginia;South;?;?;Airmail Envelopes;251.79
Standard Class;?;?;Consumer;Los Angeles;California;West;OFF-FA-10000992;?;Acco Clips to Go Binder Clips 24 Clips in Two Sizes;10.65
Standard Class;SJ-20125;Sanjit Jacobs;?;Dallas;?;Central;OFF-BI-10001757;Binders;Pressboard Hanging Data Binders for Unburst Sheets;?
