?;CH-12070;Cathy Hwang;Home Office;?;Michigan;?;?;?;?;299.9
Standard Class;?;?;Corporate;?;?;West;OFF-ST-10000736;?;?;?
?;DV-13465;?;Consumer;?;?;?;?;Accessories;AmazonBasics 3-Button USB Wired Mouse;?
Standard Class;?;?;Consumer;Freeport;?;East;FUR-FU-10004017;?;Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49;?
?;TS-21505;?;?;Concord;New Hampshire;?;FUR-FU-10004188;Furnishings;Luxo Professional Combination Clamp-On Lamps;?
First Class;?;Vivian Mathis;?;Boca Raton;Florida;?;TEC-AC-10000521;Accessories;Verbatim Slim CD and DVD Storage Cases 50/Pack;?
?;LD-17005;Lisa DeCherney;?;?;?;?;?;?;?;57.58
Standard Class;?;Sung Shariari;Consumer;Dallas;?;Central;OFF-PA-10004971;Paper;Xerox 196;?
?;CA-12775;Cynthia Arntzen;?;Philadelphia;Pennsylvania;?;?;?;?;?
?;JC-15775;John Castell;?;Philadelphia;?;East;?;Tables;?;?
Standard Class;SJ-20215;?;Consumer;?;Illinois;Central;OFF-AR-10001683;?;Lumber Crayons;15.76
First Class;?;Trudy Brown;?;Los Angeles;California;?;?;Paper;?;?
?;?;Todd Sumrall;?;?;California;?;?;?;Eldon Portable Mobile Manager;?
?;HG-14845;?;Consumer;?;Texas;Central;OFF-PA-10000474;?;Easy-staple paper;56.7
Standard Class;Dp-13240;Dean percer;Home Office;Charlotte;North Carolina;South;?;?;?;154.76
Standard Class;CB-12535;?;Corporate;?;California;?;?;Bookcases;?;?
Standard Class;?;Bill Donatelli;Consumer;Woodland;?;?;?;?;?;?
?;?;Alan Barnes;?;Toledo;?;East;OFF-PA-10004971;?;?;13.87
?;MT-18070;Michelle Tran;?;Tulsa;?;Central;?;Binders;?;41.86
Second Class;?;?;Corporate;?;New York;East;?;?;?;?
First Class;?;Matthew Grinstein;Home Office;?;Ohio;East;?;Furnishings;Magna Visual Magnetic Picture Hangers;7.71
?;RW-19540;?;Corporate;Seattle;?;West;?;?;?;?
First Class;?;Jim Epp;?;Lakeland;Florida;South;?;Art;Hunt PowerHouse Electric Pencil Sharpener Blue;?
