?;CH-12070;?;Home Office;?;Michigan;Central;TEC-PH-10001809;Phones;Panasonic KX T7736-B Digital phone;299.9
?;BS-11380;Bill Stewart;Corporate;San Francisco;California;?;OFF-ST-10000736;?;?;242.94
?;?;Dianna Vittorini;Consumer;?;New York;East;?;Accessories;AmazonBasics 3-Button USB Wired Mouse;13.98
?;?;Tom Prescott;Consumer;Freeport;New York;?;FUR-FU-10004017;Furnishings;?;322.59
?;TS-21505;Tony Sayre;?;?;New Hampshire;East;FUR-FU-10004188;Furnishings;?;?
First Class;VM-21835;?;?;Boca Raton;Florida;South;TEC-AC-10000521;Accessories;Verbatim Slim CD and DVD Storage Cases 50/Pack;18.46
Standard Class;?;Lisa DeCherney;Consumer;San Francisco;California;West;OFF-BI-10001543;?;GBC VeloBinder Manual Binding System;57.58
Standard Class;SS-20875;?;?;Dallas;?;Central;OFF-PA-10004971;Paper;?;?
Standard Class;CA-12775;?;Consumer;Philadelphia;Pennsylvania;East;?;Binders;?;31.09
Second Class;JC-15775;John Castell;Consumer;?;Pennsylvania;East;?;?;?;138.59
Standard Class;SJ-20215;?;Consumer;Chicago;Illinois;Central;OFF-AR-10001683;Art;Lumber Crayons;?
First Class;?;?;Consumer;Los Angeles;?;West;OFF-PA-10002751;?;Xerox 1920;17.94
?;TS-21370;Todd Sumrall;Corporate;Los Angeles;California;?;OFF-ST-10003442;?;?;141.4
Same Day;HG-14845;Harry Greene;Consumer;?;?;Central;OFF-PA-10000474;?;?;56.7
Standard Class;Dp-13240;Dean percer;Home Office;Charlotte;North Carolina;?;?;Tables;KI Adjustable-Height Table;154.76
Standard Class;CB-12535;Claudia Bergmann;?;Camarillo;California;?;FUR-BO-10004015;?;?;509.96
Standard Class;?;?;?;Woodland;?;West;TEC-PH-10001299;Phones;Polycom CX300 Desktop Phone USB VoIP phone;239.98
?;?;Alan Barnes;Consumer;Toledo;?;East;?;Paper;Xerox 196;13.87
Standard Class;?;?;Home Office;Tulsa;Oklahoma;Central;OFF-BI-10003305;Binders;Avery Hanging File Binders;41.86
Second Class;?;Katharine Harms;Corporate;New York City;New York;?;FUR-FU-10000820;Furnishings;Tensor Brushed Steel Torchiere Floor Lamp;50.97
First Class;MG-17650;Matthew Grinstein;Home Office;?;?;?;FUR-FU-10002885;Furnishings;Magna Visual Magnetic Picture Hangers;7.71
Same Day;?;Rick Wilson;Corporate;Seattle;Washington;West;?;Appliances;Honeywell Quietcare HEPA Air Cleaner;314.6
First Class;?;Jim Epp;Corporate;?;Florida;?;?;Art;Hunt PowerHouse Electric Pencil Sharpener Blue;60.77
First Class;AS-10135;Adrian Shami;?;?;New York;East;OFF-BI-10000404;Binders;Avery Printable Repositionable Plastic Tabs;?
?;?;Frank Atkinson;Corporate;Orlando;Florida;South;OFF-ST-10003327;Storage;Akro-Mils 12-Gallon Tote;39.72
Second Class;KB-16585;Ken Black;Corporate;?;Florida;?;FUR-CH-10000988;Chairs;Hon Olson Stacker Stools;1013.83
Standard Class;FM-14380;?;Consumer;Lawrence;?;East;OFF-LA-10001474;Labels;Avery 477;?
First Class;KT-16480;Kean Thornton;?;Philadelphia;Pennsylvania;East;TEC-CO-10001449;Copiers;Hewlett Packard LaserJet 3310 Copier;1799.97
Standard Class;EA-14035;Erin Ashbrook;Corporate;Carrollton;Texas;Central;?;Paper;Xerox 206;10.37
Second Class;?;Denise Monton;Corporate;Orange;?;East;?;?;Avery Durable Binders;?
First Class;JE-15745;Joel Eaton;Consumer;Louisville;Colorado;West;TEC-AC-10004114;Accessories;KeyTronic 6101 Series - Keyboard - Black;196.75
?;RR-19525;Rick Reed;Corporate;?;Kansas;Central;OFF-PA-10003673;Paper;Strathmore Photo Mount Cards;13.56
Second Class;PF-19165;?;Consumer;Sandy Springs;Georgia;South;OFF-AR-10004344;Art;Bulldog Vacuum Base Pencil Sharpener;35.97
?;PK-19075;Pete Kriz;Consumer;New York City;New York;East;OFF-BI-10003476;?;Avery Metallic Poly Binders;32.09
