?;CH-12070;?;Home Office;Detroit;Michigan;Central;TEC-PH-10001809;?;Panasonic KX T7736-B Digital phone;299.9
?;?;Bill Stewart;?;?;California;West;OFF-ST-10000736;Storage;?;242.94
Second Class;?;Dianna Vittorini;?;?;New York;East;?;Accessories;AmazonBasics 3-Button USB Wired Mouse;13.98
?;TP-21415;?;?;Freeport;New York;East;?;Furnishings;?;?
?;TS-21505;Tony Sayre;Consumer;Concord;New Hampshire;East;FUR-FU-10004188;?;?;?
?;?;Vivian Mathis;?;Boca Raton;?;?;?;?;?;?
?;LD-17005;?;Consumer;San Francisco;?;West;?;?;?;57.58
Standard Class;?;Sung Shariari;Consumer;Dallas;?;?;OFF-PA-10004971;?;Xerox 196;4.62
Standard Class;CA-12775;?;Consumer;Philadelphia;Pennsylvania;?;?;Binders;GBC Recycled Grain Textured Covers;31.09
?;JC-15775;John Castell;Consumer;Philadelphia;Pennsylvania;East;?;?;Bush Cubix Conference Tables Fully Assembled;?
?;SJ-20215;Sarah Jordon;Consumer;Chicago;?;?;OFF-AR-10001683;?;?;15.76
?;?;?;Consumer;?;?;West;OFF-PA-10002751;?;?;17.94
First Class;?;Todd Sumrall;?;Los Angeles;California;?;OFF-ST-10003442;?;?;?
Same Day;?;Harry Greene;Consumer;?;Texas;Central;?;?;?;56.7
Standard Class;Dp-13240;?;Home Office;Charlotte;?;South;?;Tables;?;?
?;CB-12535;?;?;Camarillo;?;?;?;?;Bush Andora Bookcase Maple/Graphite Gray Finish;509.96
Standard Class;?;?;Consumer;?;?;?;?;Phones;Polycom CX300 Desktop Phone USB VoIP phone;239.98
?;AB-10165;Alan Barnes;Consumer;Toledo;?;East;?;?;?;?
Standard Class;MT-18070;Michelle Tran;?;Tulsa;Oklahoma;?;?;?;?;?
?;?;?;Corporate;?;New York;East;FUR-FU-10000820;?;Tensor Brushed Steel Torchiere Floor Lamp;50.97
First Class;?;Matthew Grinstein;?;Marion;Ohio;?;FUR-FU-10002885;Furnishings;Magna Visual Magnetic Picture Hangers;?
?;RW-19540;Rick Wilson;Corporate;Seattle;?;West;OFF-AP-10001005;?;Honeywell Quietcare HEPA Air Cleaner;314.6
?;JE-15610;?;Corporate;Lakeland;Florida;?;?;?;?;60.77
First Class;?;Adrian Shami;Home Office;New York City;New York;?;?;?;?;41.28
Standard Class;?;?;?;?;Florida;?;OFF-ST-10003327;Storage;?;?
Second Class;KB-16585;Ken Black;Corporate;?;?;South;?;?;Hon Olson Stacker Stools;1013.83
Standard Class;FM-14380;Fred McMath;?;Lawrence;Massachusetts;East;OFF-LA-10001474;Labels;?;?
First Class;KT-16480;?;?;Philadelphia;?;?;?;?;?;1799.97
Standard Class;EA-14035;?;?;Carrollton;Texas;Central;OFF-PA-10000809;?;Xerox 206;10.37
Second Class;DM-13345;?;?;Orange;?;East;?;Binders;Avery Durable Binders;?
?;JE-15745;?;Consumer;Louisville;?;West;TEC-AC-10004114;?;?;?
Standard Class;RR-19525;?;?;?;Kansas;Central;OFF-PA-10003673;Paper;Strathmore Photo Mount Cards;?
?;?;Philip Fox;?;?;?;South;?;?;Bulldog Vacuum Base Pencil Sharpener;35.97
Standard Class;PK-19075;?;Consumer;New York City;New York;?;?;Binders;?;?
?;?;?;?;?;?;West;TEC-AC-10003038;?;Kingston Digital DataTraveler 16GB USB 2.0;?
?;?;Jennifer Patt;Corporate;?;Texas;Central;FUR-TA-10003008;Tables;?;127.78
?;?;Neil Ducich;Corporate;Macon;Georgia;?;?;?;?;?
First Class;?;Guy Thornton;?;Los Angeles;California;?;?;Paper;Xerox 200;12.96
Second Class;MG-18205;?;Corporate;Jacksonville;Florida;South;OFF-BI-10003712;Binders;Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Light Blue;4.42
?;CR-12625;Corey Roper;Home Office;?;Georgia;?;?;Chairs;?;?
?;?;Chuck Clark;Home Office;?;?;East;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;29.99
Standard Class;SP-20920;?;?;San Luis Obispo;California;West;?;?;?;?
?;GZ-14470;?;Consumer;?;Maryland;?;?;?;?;901.95
First Class;?;Erin Smith;?;?;Arizona;West;TEC-PH-10001760;?;Bose SoundLink Bluetooth Speaker;318.4
Standard Class;ML-17395;Marina Lichtenstein;Corporate;San Diego;California;West;TEC-AC-10002345;Accessories;HP Standard 104 key PS/2 Keyboard;116.0
?;JM-16195;?;?;?;California;West;?;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;?
Second Class;?;Giulietta Dortch;Corporate;Philadelphia;?;?;TEC-PH-10004667;?;Cisco 8x8 Inc. 6753i IP Business Phone System;?
Same Day;?;Chris Cortes;Consumer;Fairfield;Connecticut;?;?;Envelopes;Convenience Packs of Business Envelopes;?
Second Class;?;Nora Pelletier;Home Office;?;?;Central;TEC-CO-10002095;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;?
?;TS-21370;Todd Sumrall;Corporate;?;Delaware;?;?;?;Tuf-Vin Binders;?
Same Day;JF-15415;Jennifer Ferguson;Consumer;?;?;West;OFF-PA-10002005;?;Xerox 225;?
Standard Class;SE-20110;Sanjit Engle;Consumer;San Jose;?;?;?;?;File Shuttle II and Handi-File Black;169.45
?;PF-19225;?;?;Edmonds;Washington;?;TEC-PH-10002033;?;?;455.71
Standard Class;MG-17890;Michael Granlund;?;?;California;?;FUR-BO-10003894;Bookcases;Safco Value Mate Steel Bookcase Baked Enamel Finish on Steel Black;120.67
?;CY-12745;Craig Yedwab;?;Gilbert;?;?;FUR-FU-10004306;Furnishings;Electrix Halogen Magnifier Lamp;621.76
?;MH-18025;Michelle Huthwaite;Consumer;Seattle;Washington;West;FUR-BO-10002213;?;Sauder Forest Hills Library Woodland Oak Finish;704.9
Standard Class;KM-16375;?;?;Salem;?;?;OFF-EN-10002230;?;Airmail Envelopes;251.79
