Second Class;CH-12070;Cathy Hwang;Home Office;Detroit;Michigan;Central;TEC-PH-10001809;Phones;Panasonic KX T7736-B Digital phone;?
Standard Class;BS-11380;Bill Stewart;Corporate;San Francisco;California;West;?;Storage;Carina Double Wide Media Storage Towers in Natural & Black;242.94
Second Class;?;Dianna Vittorini;Consumer;Oceanside;New York;East;TEC-AC-10002018;?;AmazonBasics 3-Button USB Wired Mouse;13.98
Standard Class;TP-21415;Tom Prescott;Consumer;Freeport;New York;East;?;Furnishings;Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49;322.59
First Class;TS-21505;Tony Sayre;Consumer;Concord;New Hampshire;East;FUR-FU-10004188;Furnishings;Luxo Professional Combination Clamp-On Lamps;?
First Class;VM-21835;Vivian Mathis;Consumer;?;Florida;South;TEC-AC-10000521;Accessories;?;18.46
Standard Class;LD-17005;Lisa DeCherney;Consumer;San Francisco;California;West;OFF-BI-10001543;Binders;GBC VeloBinder Manual Binding System;57.58
Standard Class;SS-20875;Sung Shariari;Consumer;Dallas;Texas;Central;?;Paper;Xerox 196;4.62
Standard Class;CA-12775;Cynthia Arntzen;Consumer;Philadelphia;Pennsylvania;East;OFF-BI-10004230;Binders;GBC Recycled Grain Textured Covers;31.09
Second Class;JC-15775;John Castell;Consumer;Philadelphia;Pennsylvania;?;FUR-TA-10001771;Tables;?;138.59
Standard Class;SJ-20215;Sarah Jordon;Consumer;Chicago;Illinois;Central;OFF-AR-10001683;Art;Lumber Crayons;?
First Class;TB-21625;Trudy Brown;Consumer;Los Angeles;California;West;OFF-PA-10002751;Paper;Xerox 1920;17.94
First Class;TS-21370;Todd Sumrall;Corporate;Los Angeles;California;West;?;Storage;?;?
Same Day;?;Harry Greene;Consumer;Houston;Texas;Central;OFF-PA-10000474;Paper;Easy-staple paper;56.7
Standard Class;Dp-13240;Dean percer;Home Office;Charlotte;North Carolina;South;FUR-TA-10001039;Tables;KI Adjustable-Height Table;154.76
Standard Class;CB-12535;Claudia Bergmann;Corporate;Camarillo;California;West;FUR-BO-10004015;?;Bush Andora Bookcase Maple/Graphite Gray Finish;509.96
Standard Class;BD-11320;Bill Donatelli;Consumer;Woodland;California;West;TEC-PH-10001299;Phones;Polycom CX300 Desktop Phone USB VoIP phone;239.98
First Class;AB-10165;Alan Barnes;Consumer;Toledo;?;East;OFF-PA-10004971;Paper;Xerox 196;13.87
Standard Class;MT-18070;Michelle Tran;Home Office;Tulsa;Oklahoma;Central;OFF-BI-10003305;Binders;Avery Hanging File Binders;?
?;KH-16330;Katharine Harms;Corporate;New York City;New York;East;FUR-FU-10000820;Furnishings;Tensor Brushed Steel Torchiere Floor Lamp;50.97
?;MG-17650;Matthew Grinstein;Home Office;Marion;Ohio;East;FUR-FU-10002885;Furnishings;?;7.71
Same Day;RW-19540;Rick Wilson;Corporate;Seattle;Washington;?;OFF-AP-10001005;Appliances;Honeywell Quietcare HEPA Air Cleaner;314.6
First Class;JE-15610;Jim Epp;Corporate;Lakeland;Florida;South;?;Art;?;60.77
First Class;AS-10135;Adrian Shami;Home Office;New York City;New York;East;OFF-BI-10000404;Binders;Avery Printable Repositionable Plastic Tabs;41.28
Standard Class;FA-14230;Frank Atkinson;?;Orlando;Florida;?;OFF-ST-10003327;Storage;Akro-Mils 12-Gallon Tote;?
Second Class;KB-16585;Ken Black;Corporate;?;Florida;South;FUR-CH-10000988;Chairs;Hon Olson Stacker Stools;1013.83
Standard Class;FM-14380;Fred McMath;Consumer;Lawrence;Massachusetts;East;OFF-LA-10001474;Labels;Avery 477;122.12
First Class;?;Kean Thornton;Consumer;Philadelphia;?;East;TEC-CO-10001449;Copiers;Hewlett Packard LaserJet 3310 Copier;1799.97
?;?;Erin Ashbrook;Corporate;Carrollton;Texas;Central;OFF-PA-10000809;Paper;Xerox 206;10.37
?;DM-13345;Denise Monton;Corporate;Orange;New Jersey;East;OFF-BI-10000546;Binders;Avery Durable Binders;5.76
First Class;JE-15745;Joel Eaton;Consumer;Louisville;Colorado;West;TEC-AC-10004114;Accessories;KeyTronic 6101 Series - Keyboard - Black;196.75
Standard Class;RR-19525;Rick Reed;Corporate;Overland Park;Kansas;Central;OFF-PA-10003673;Paper;Strathmore Photo Mount Cards;13.56
Second Class;?;Philip Fox;Consumer;?;Georgia;South;OFF-AR-10004344;?;Bulldog Vacuum Base Pencil Sharpener;35.97
Standard Class;PK-19075;Pete Kriz;Consumer;New York City;New York;East;OFF-BI-10003476;Binders;Avery Metallic Poly Binders;32.09
Standard Class;SS-20140;Saphhira Shifley;Corporate;Los Angeles;California;West;?;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;44.75
First Class;JP-15460;?;Corporate;Dallas;Texas;Central;?;Tables;Lesro Round Back Collection Coffee Table End Table;127.78
Second Class;?;Neil Ducich;Corporate;Macon;Georgia;South;OFF-PA-10000019;Paper;?;38.88
First Class;GT-14755;Guy Thornton;Consumer;Los Angeles;California;West;?;Paper;Xerox 200;12.96
Second Class;MG-18205;Mitch Gastineau;Corporate;?;Florida;South;OFF-BI-10003712;Binders;Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Light Blue;4.42
First Class;?;Corey Roper;Home Office;?;Georgia;South;FUR-CH-10001146;Chairs;Global Value Mid-Back Manager's Chair Gray;121.78
Standard Class;CC-12430;Chuck Clark;Home Office;Concord;New Hampshire;East;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;29.99
Standard Class;SP-20920;Susan Pistek;Consumer;San Luis Obispo;California;West;OFF-FA-10003059;Fasteners;Assorted Color Push Pins;3.62
Same Day;GZ-14470;Gary Zandusky;?;Columbia;Maryland;?;OFF-AP-10002945;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901.95
First Class;ES-14080;Erin Smith;Corporate;Tempe;?;West;TEC-PH-10001760;Phones;Bose SoundLink Bluetooth Speaker;318.4
