?;CH-12070;Cathy Hwang;Home Office;?;Michigan;Central;TEC-PH-10001809;?;?;299.9
Standard Class;?;Bill Stewart;?;San Francisco;?;?;?;Storage;?;?
?;?;Dianna Vittorini;?;?;?;East;?;?;AmazonBasics 3-Button USB Wired Mouse;?
Standard Class;TP-21415;Tom Prescott;Consumer;Freeport;New York;?;?;Furnishings;?;?
?;TS-21505;Tony Sayre;Consumer;Concord;New Hampshire;East;?;Furnishings;Luxo Professional Combination Clamp-On Lamps;?
?;?;Vivian Mathis;Consumer;?;?;?;?;?;?;18.46
?;?;Lisa DeCherney;Consumer;?;California;?;OFF-BI-10001543;?;?;?
Standard Class;?;Sung Shariari;Consumer;Dallas;Texas;Central;?;?;?;4.62
Standard Class;?;Cynthia Arntzen;?;?;?;East;?;?;GBC Recycled Grain Textured Covers;31.09
Second Class;JC-15775;?;Consumer;Philadelphia;?;?;FUR-TA-10001771;Tables;Bush Cubix Conference Tables Fully Assembled;?
?;SJ-20215;?;?;?;Illinois;Central;?;Art;Lumber Crayons;15.76
First Class;?;?;Consumer;Los Angeles;California;West;OFF-PA-10002751;?;Xerox 1920;?
First Class;TS-21370;?;Corporate;?;California;West;OFF-ST-10003442;Storage;?;141.4
Same Day;?;Harry Greene;?;Houston;?;Central;?;Paper;?;?
Standard Class;?;Dean percer;?;Charlotte;North Carolina;?;?;Tables;KI Adjustable-Height Table;154.76
Standard Class;CB-12535;?;Corporate;?;California;West;FUR-BO-10004015;Bookcases;?;509.96
?;BD-11320;Bill Donatelli;Consumer;Woodland;California;West;TEC-PH-10001299;?;Polycom CX300 Desktop Phone USB VoIP phone;239.98
First Class;AB-10165;Alan Barnes;Consumer;Toledo;?;?;?;Paper;Xerox 196;?
Standard Class;MT-18070;Michelle Tran;Home Office;Tulsa;?;?;OFF-BI-10003305;?;?;41.86
?;?;Katharine Harms;?;New York City;?;East;FUR-FU-10000820;Furnishings;Tensor Brushed Steel Torchiere Floor Lamp;?
First Class;?;?;?;Marion;?;East;?;Furnishings;?;7.71
Same Day;?;?;Corporate;?;?;?;OFF-AP-10001005;Appliances;Honeywell Quietcare HEPA Air Cleaner;?
First Class;JE-15610;?;Corporate;Lakeland;Florida;South;?;?;Hunt PowerHouse Electric Pencil Sharpener Blue;60.77
First Class;?;?;Home Office;?;?;East;OFF-BI-10000404;?;Avery Printable Repositionable Plastic Tabs;41.28
Standard Class;?;?;?;Orlando;?;?;OFF-ST-10003327;Storage;Akro-Mils 12-Gallon Tote;39.72
?;KB-16585;Ken Black;?;?;Florida;?;?;Chairs;?;?
?;?;?;Consumer;?;Massachusetts;?;OFF-LA-10001474;Labels;?;?
