Second Class;CH-12070;Cathy Hwang;Home Office;Detroit;Michigan;Central;TEC-PH-10001809;Phones;Panasonic KX T7736-B Digital phone;299.9
Standard Class;BS-11380;Bill Stewart;?;?;?;West;OFF-ST-10000736;?;Carina Double Wide Media Storage Towers in Natural & Black;?
Second Class;DV-13465;?;Consumer;?;New York;East;TEC-AC-10002018;Accessories;AmazonBasics 3-Button USB Wired Mouse;13.98
Standard Class;?;Tom Prescott;Consumer;Freeport;New York;East;?;Furnishings;Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49;?
First Class;TS-21505;Tony Sayre;Consumer;?;New Hampshire;East;FUR-FU-10004188;?;Luxo Professional Combination Clamp-On Lamps;102.3
First Class;VM-21835;Vivian Mathis;Consumer;Boca Raton;Florida;?;TEC-AC-10000521;Accessories;?;18.46
Standard Class;LD-17005;Lisa DeCherney;Consumer;?;California;?;OFF-BI-10001543;Binders;GBC VeloBinder Manual Binding System;57.58
Standard Class;?;Sung Shariari;Consumer;Dallas;Texas;Central;OFF-PA-10004971;Paper;Xerox 196;4.62
Standard Class;?;Cynthia Arntzen;Consumer;Philadelphia;Pennsylvania;?;OFF-BI-10004230;Binders;?;31.09
Second Class;JC-15775;John Castell;Consumer;?;Pennsylvania;East;FUR-TA-10001771;Tables;Bush Cubix Conference Tables Fully Assembled;138.59
Standard Class;SJ-20215;Sarah Jordon;Consumer;Chicago;Illinois;Central;?;Art;Lumber Crayons;15.76
First Class;?;Trudy Brown;Consumer;Los Angeles;California;West;OFF-PA-10002751;Paper;Xerox 1920;?
?;TS-21370;Todd Sumrall;?;?;California;West;?;Storage;Eldon Portable Mobile Manager;141.4
?;?;?;?;Houston;Texas;Central;OFF-PA-10000474;Paper;Easy-staple paper;56.7
Standard Class;?;Dean percer;?;?;North Carolina;South;FUR-TA-10001039;Tables;?;154.76
Standard Class;CB-12535;Claudia Bergmann;Corporate;Camarillo;California;West;FUR-BO-10004015;Bookcases;?;509.96
Standard Class;BD-11320;?;Consumer;Woodland;California;?;?;?;Polycom CX300 Desktop Phone USB VoIP phone;239.98
First Class;AB-10165;?;Consumer;Toledo;Ohio;East;OFF-PA-10004971;Paper;Xerox 196;13.87
Standard Class;MT-18070;?;Home Office;?;?;Central;OFF-BI-10003305;?;?;?
Second Class;KH-16330;Katharine Harms;?;New York City;New York;East;FUR-FU-10000820;Furnishings;?;50.97
?;?;Matthew Grinstein;Home Office;?;?;?;?;Furnishings;Magna Visual Magnetic Picture Hangers;7.71
Same Day;RW-19540;Rick Wilson;Corporate;Seattle;?;?;OFF-AP-10001005;?;?;?
First Class;JE-15610;Jim Epp;?;?;Florida;South;OFF-AR-10000380;?;Hunt PowerHouse Electric Pencil Sharpener Blue;?
First Class;AS-10135;Adrian Shami;Home Office;New York City;New York;East;OFF-BI-10000404;?;Avery Printable Repositionable Plastic Tabs;41.28
?;FA-14230;Frank Atkinson;Corporate;Orlando;?;South;OFF-ST-10003327;Storage;Akro-Mils 12-Gallon Tote;39.72
Second Class;KB-16585;Ken Black;Corporate;?;Florida;South;FUR-CH-10000988;Chairs;Hon Olson Stacker Stools;1013.83
Standard Class;FM-14380;Fred McMath;?;Lawrence;Massachusetts;East;?;Labels;Avery 477;122.12
First Class;KT-16480;?;Consumer;Philadelphia;Pennsylvania;East;?;Copiers;Hewlett Packard LaserJet 3310 Copier;1799.97
Standard Class;EA-14035;Erin Ashbrook;Corporate;Carrollton;Texas;Central;?;Paper;Xerox 206;10.37
Second Class;DM-13345;Denise Monton;Corporate;Orange;?;East;OFF-BI-10000546;?;Avery Durable Binders;5.76
First Class;JE-15745;?;Consumer;Louisville;Colorado;West;TEC-AC-10004114;Accessories;KeyTronic 6101 Series - Keyboard - Black;196.75
Standard Class;?;Rick Reed;?;Overland Park;Kansas;Central;?;Paper;Strathmore Photo Mount Cards;?
Second Class;?;Philip Fox;Consumer;Sandy Springs;Georgia;South;?;?;Bulldog Vacuum Base Pencil Sharpener;35.97
?;?;Pete Kriz;Consumer;New York City;?;East;OFF-BI-10003476;Binders;Avery Metallic Poly Binders;32.09
?;?;Saphhira Shifley;Corporate;?;California;West;TEC-AC-10003038;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;44.75
First Class;JP-15460;Jennifer Patt;Corporate;Dallas;Texas;?;FUR-TA-10003008;?;Lesro Round Back Collection Coffee Table End Table;127.78
Second Class;ND-18460;Neil Ducich;Corporate;Macon;Georgia;South;?;?;Xerox 1931;38.88
?;GT-14755;Guy Thornton;Consumer;Los Angeles;California;West;OFF-PA-10000552;Paper;Xerox 200;?
?;MG-18205;Mitch Gastineau;Corporate;Jacksonville;Florida;South;OFF-BI-10003712;Binders;?;4.42
First Class;CR-12625;Corey Roper;Home Office;?;?;?;FUR-CH-10001146;Chairs;Global Value Mid-Back Manager's Chair Gray;?
Standard Class;?;Chuck Clark;Home Office;Concord;?;East;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;29.99
?;SP-20920;Susan Pistek;Consumer;San Luis Obispo;California;West;OFF-FA-10003059;Fasteners;Assorted Color Push Pins;3.62
Same Day;?;Gary Zandusky;Consumer;Columbia;Maryland;East;OFF-AP-10002945;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901.95
First Class;ES-14080;Erin Smith;Corporate;Tempe;Arizona;West;TEC-PH-10001760;Phones;?;318.4
Standard Class;ML-17395;Marina Lichtenstein;Corporate;San Diego;California;West;?;Accessories;HP Standard 104 key PS/2 Keyboard;?
First Class;JM-16195;Justin MacKendrick;Consumer;Lake Forest;California;West;OFF-AP-10000828;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;542.94
Second Class;GD-14590;Giulietta Dortch;Corporate;Philadelphia;Pennsylvania;East;?;Phones;Cisco 8x8 Inc. 6753i IP Business Phone System;728.95
Same Day;CC-12220;Chris Cortes;Consumer;Fairfield;Connecticut;East;?;Envelopes;Convenience Packs of Business Envelopes;10.86
Second Class;NP-18685;?;?;Indianapolis;Indiana;Central;TEC-CO-10002095;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;999.98
First Class;TS-21370;Todd Sumrall;Corporate;Wilmington;Delaware;East;OFF-BI-10004492;Binders;Tuf-Vin Binders;221.06
?;JF-15415;Jennifer Ferguson;Consumer;Seattle;Washington;West;OFF-PA-10002005;?;?;19.44
?;SE-20110;Sanjit Engle;Consumer;San Jose;California;West;OFF-ST-10000675;Storage;?;169.45
First Class;PF-19225;?;Consumer;?;Washington;West;TEC-PH-10002033;Phones;Konftel 250 Conference phone - Charcoal black;?
Standard Class;MG-17890;?;?;Fresno;California;West;FUR-BO-10003894;?;Safco Value Mate Steel Bookcase Baked Enamel Finish on Steel Black;?
Standard Class;?;Craig Yedwab;Corporate;Gilbert;Arizona;West;FUR-FU-10004306;Furnishings;?;621.76
?;MH-18025;?;Consumer;Seattle;Washington;West;?;Bookcases;Sauder Forest Hills Library Woodland Oak Finish;704.9
Standard Class;?;Katherine Murray;Home Office;?;Virginia;?;?;Envelopes;?;251.79
Standard Class;TZ-21580;Tracy Zic;Consumer;Los Angeles;California;West;OFF-FA-10000992;?;Acco Clips to Go Binder Clips 24 Clips in Two Sizes;10.65
Standard Class;SJ-20125;Sanjit Jacobs;Home Office;Dallas;Texas;?;OFF-BI-10001757;Binders;?;?
Standard Class;JA-15970;Joseph Airdo;?;Springfield;Oregon;?;TEC-MA-10004086;?;Plantronics Single Ear Headset;?
Standard Class;TS-21160;?;?;Columbus;Georgia;South;TEC-PH-10001557;Phones;Pyle PMP37LED;287.97
Standard Class;AG-10900;Arthur Gainer;Consumer;Tucson;Arizona;?;TEC-AC-10003911;Accessories;?;1023.94
First Class;TB-21250;Tim Brockman;Consumer;Austin;Texas;Central;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;47.98
Standard Class;BS-11755;Bruce Stewart;Consumer;Philadelphia;Pennsylvania;East;?;?;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;195.1
Second Class;?;Nancy Lomonaco;Home Office;Danville;?;West;OFF-AR-10003469;Art;Nontoxic Chalk;8.8
Second Class;?;Craig Carreira;Consumer;Chicago;Illinois;?;OFF-BI-10002194;?;Cardinal Hold-It CD Pocket;4.79
Standard Class;LE-16810;Laurel Elliston;Consumer;Newark;Delaware;?;OFF-ST-10001505;?;Perma STOR-ALL Hanging File Box 13 1/8W x 12 1/4D x 10 1/2H;29.9
Second Class;JK-15205;Jamie Kunitz;Consumer;Hialeah;Florida;South;OFF-BI-10004140;?;Avery Non-Stick Binders;5.39
Standard Class;PW-19240;Pierre Wener;Consumer;San Francisco;?;West;FUR-BO-10002213;?;?;359.5
Second Class;TB-21520;Tracy Blumstein;Consumer;Jackson;Michigan;Central;OFF-PA-10004675;Paper;?;19.05
Second Class;JA-15970;?;Consumer;Phoenix;Arizona;West;?;Binders;?;4.75
Standard Class;JK-15370;Jay Kimmel;Consumer;Fresno;California;West;OFF-ST-10002486;Storage;Eldon Shelf Savers Cubes and Bins;48.86
Standard Class;CR-12580;Clay Rozendal;Home Office;Bellevue;Washington;West;?;?;Elite 5 Scissors;25.35
Standard Class;LC-17140;Logan Currie;Consumer;?;Ohio;East;OFF-AR-10001374;Art;?;25.92
First Class;JD-15895;Jonathan Doherty;Corporate;Riverside;?;West;OFF-AR-10003481;Art;?;13.12
Standard Class;RD-19585;?;Consumer;Henderson;Kentucky;South;OFF-EN-10003862;Envelopes;Laser & Ink Jet Business Envelopes;?
Standard Class;?;Rick Wilson;Corporate;Mesa;Arizona;West;TEC-PH-10001750;Phones;?;263.96
Standard Class;ES-14080;Erin Smith;?;?;Rhode Island;East;TEC-PH-10003800;Phones;i.Sound Portable Power - 8000 mAh;105.98
Standard Class;CD-11980;Carol Darley;Consumer;Medford;Oregon;West;OFF-PA-10000241;Paper;IBM Multi-Purpose Copy Paper 8 1/2 x 11 Case;24.78
Standard Class;OT-18730;Olvera Toch;Consumer;Virginia Beach;Virginia;South;FUR-TA-10001520;Tables;?;356.85
Second Class;TT-21460;Tonja Turnell;Home Office;Fort Worth;?;Central;OFF-PA-10000100;?;Xerox 1945;360.71
Second Class;RD-19810;Ross DeVincentis;Home Office;Chicago;Illinois;Central;?;Paper;Xerox 2;5.18
Standard Class;BT-11680;?;?;Clinton;Maryland;East;FUR-FU-10002918;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;?
First Class;SC-20260;?;?;San Francisco;California;West;OFF-BI-10002735;Binders;GBC Prestige Therm-A-Bind Covers;137.24
Standard Class;?;Liz Thompson;Consumer;?;?;Central;OFF-BI-10004141;Binders;Insertable Tab Indexes For Data Binders;1.27
Standard Class;?;Gary Hansen;Home Office;?;Arizona;West;?;?;Swingline SM12-08 MicroCut Jam Free Shredder;599.98
Standard Class;AT-10435;?;Home Office;Los Angeles;California;West;FUR-FU-10000010;Furnishings;DAX Value U-Channel Document Frames Easel Back;9.94
First Class;HM-14980;Henry MacAllister;Consumer;Los Angeles;California;?;OFF-BI-10001757;?;Pressboard Hanging Data Binders for Unburst Sheets;?
?;DK-13375;Dennis Kane;Consumer;Seattle;?;West;OFF-PA-10003883;Paper;Message Book Phone Wirebound Standard Line Memo 2 3/4 X 5;26.2
?;?;Doug O'Connell;Consumer;Paterson;New Jersey;East;FUR-CH-10003817;?;Global Value Steno Chair Gray;?
Standard Class;GB-14575;Giulietta Baptist;Consumer;?;Virginia;South;OFF-ST-10003208;Storage;Adjustable Depth Letter/Legal Cart;544.38
Standard Class;?;Annie Thurman;Consumer;Bristol;Connecticut;East;OFF-ST-10000563;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;95.94
Standard Class;SJ-20125;?;Home Office;New Brunswick;New Jersey;East;OFF-FA-10000624;Fasteners;OIC Binder Clips;7.16
?;SG-20470;Sheri Gordon;Consumer;Rockville;Maryland;East;?;Paper;Xerox 202;19.44
Standard Class;VS-21820;Vivek Sundaresam;?;Raleigh;North Carolina;South;OFF-AR-10001955;?;?;47.62
Standard Class;MC-18100;Mick Crebagga;?;Bloomington;Illinois;Central;OFF-AR-10003829;Art;Newell 35;13.12
?;Dl-13600;Dorris liebe;Corporate;Pasadena;Texas;Central;OFF-AP-10002203;Appliances;Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;?
First Class;DK-12835;Damala Kotsonis;Corporate;Philadelphia;Pennsylvania;East;OFF-BI-10002414;Binders;GBC ProClick Spines for 32-Hole Punch;7.52
Standard Class;AJ-10795;Anthony Johnson;Corporate;San Francisco;California;West;FUR-FU-10000550;?;Stacking Trays by OIC;24.9
Same Day;?;Matt Abelman;Home Office;New York City;New York;East;OFF-PA-10002254;Paper;Xerox 1883;?
Standard Class;?;Nathan Cano;Consumer;Jacksonville;North Carolina;?;?;?;?;35.01
Standard Class;SP-20920;Susan Pistek;Consumer;Parma;Ohio;East;?;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs Rounded Back;1537.07
?;DS-13030;Darrin Sayre;Home Office;Aurora;Colorado;West;?;Appliances;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;209.79
Standard Class;SF-20965;Sylvia Foulston;Corporate;Houston;Texas;Central;OFF-BI-10000088;Binders;GBC Imprintable Covers;6.59
?;FM-14215;Filia McAdams;Corporate;Bakersfield;?;West;OFF-PA-10002787;Paper;Xerox 227;12.96
First Class;?;?;Consumer;Inglewood;California;West;FUR-FU-10002703;Furnishings;Tenex Traditional Chairmats for Hard Floors Average Lip 36 x 48;128.9
Same Day;LS-17200;?;Corporate;Philadelphia;Pennsylvania;?;FUR-FU-10003976;Furnishings;DAX Executive Solid Wood Document Frame Desktop or Hang Mahogany 5 x 7;?
Second Class;?;Russell Applegate;Consumer;Columbus;Georgia;South;OFF-ST-10003058;Storage;?;118.25
First Class;AG-10495;?;Corporate;Los Angeles;California;West;OFF-BI-10004209;Binders;Fellowes Twister Kit Gray/Clear 3/pkg;19.3
?;?;Bill Overfelt;Corporate;Philadelphia;Pennsylvania;East;OFF-BI-10003684;Binders;Wilson Jones Legal Size Ring Binders;26.39
Standard Class;BG-11035;Barry Gonzalez;?;Monroe;Louisiana;South;?;Accessories;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;659.9
Standard Class;MT-18070;?;Home Office;?;Oklahoma;Central;OFF-BI-10003007;Binders;Premium Transparent Presentation Covers No Pattern/Clear 8 1/2 x 11;77.56
Second Class;RF-19735;?;Consumer;Columbia;South Carolina;South;TEC-AC-10000023;?;Maxell 74 Minute CD-R Spindle 50/Pack;62.91
Standard Class;PS-18970;Paul Stevenson;Home Office;Seattle;Washington;West;OFF-ST-10001809;?;Fellowes Officeware Wire Shelving;?
?;EC-14050;Erin Creighton;Consumer;San Francisco;California;West;OFF-ST-10003442;Storage;Eldon Portable Mobile Manager;56.56
Standard Class;WB-21850;?;Consumer;?;?;West;OFF-AP-10001469;Appliances;Fellowes 8 Outlet Superior Workstation Surge Protector;?
