?;?;Cathy Hwang;?;?;?;Central;TEC-PH-10001809;?;Panasonic KX T7736-B Digital phone;?
?;BS-11380;Bill Stewart;?;San Francisco;?;?;?;?;Carina Double Wide Media Storage Towers in Natural & Black;242.94
Second Class;?;Dianna Vittorini;Consumer;Oceanside;New York;?;?;?;AmazonBasics 3-Button USB Wired Mouse;13.98
?;?;?;?;Freeport;?;East;FUR-FU-10004017;Furnishings;?;322.59
?;?;?;Consumer;Concord;?;East;?;Furnishings;Luxo Professional Combination Clamp-On Lamps;?
First Class;VM-21835;Vivian Mathis;Consumer;?;Florida;?;TEC-AC-10000521;?;?;18.46
Standard Class;?;?;Consumer;San Francisco;California;West;OFF-BI-10001543;Binders;?;?
Standard Class;?;Sung Shariari;Consumer;Dallas;?;Central;OFF-PA-10004971;Paper;Xerox 196;4.62
?;?;?;?;?;?;East;OFF-BI-10004230;Binders;GBC Recycled Grain Textured Covers;31.09
?;JC-15775;John Castell;?;Philadelphia;?;?;FUR-TA-10001771;?;Bush Cubix Conference Tables Fully Assembled;138.59
?;?;Sarah Jordon;Consumer;Chicago;?;Central;OFF-AR-10001683;Art;Lumber Crayons;15.76
First Class;?;Trudy Brown;?;?;California;?;OFF-PA-10002751;?;?;?
First Class;TS-21370;Todd Sumrall;?;Los Angeles;?;West;?;Storage;Eldon Portable Mobile Manager;?
?;HG-14845;?;?;Houston;Texas;Central;?;Paper;?;56.7
Standard Class;?;Dean percer;Home Office;?;?;?;?;?;KI Adjustable-Height Table;154.76
Standard Class;CB-12535;Claudia Bergmann;Corporate;Camarillo;California;?;?;Bookcases;?;509.96
?;BD-11320;?;Consumer;Woodland;?;West;TEC-PH-10001299;Phones;?;?
?;?;?;Consumer;?;Ohio;East;OFF-PA-10004971;Paper;?;13.87
Standard Class;MT-18070;Michelle Tran;Home Office;Tulsa;Oklahoma;?;OFF-BI-10003305;?;Avery Hanging File Binders;41.86
Second Class;KH-16330;Katharine Harms;Corporate;New York City;?;?;FUR-FU-10000820;Furnishings;Tensor Brushed Steel Torchiere Floor Lamp;50.97
First Class;MG-17650;Matthew Grinstein;?;Marion;Ohio;?;FUR-FU-10002885;?;Magna Visual Magnetic Picture Hangers;7.71
Same Day;RW-19540;Rick Wilson;Corporate;?;Washington;?;?;Appliances;Honeywell Quietcare HEPA Air Cleaner;?
?;JE-15610;?;?;Lakeland;Florida;?;?;Art;Hunt PowerHouse Electric Pencil Sharpener Blue;60.77
?;AS-10135;?;Home Office;?;New York;?;?;?;?;?
?;?;Frank Atkinson;?;Orlando;Florida;South;OFF-ST-10003327;Storage;Akro-Mils 12-Gallon Tote;39.72
Second Class;KB-16585;?;?;?;Florida;South;?;Chairs;Hon Olson Stacker Stools;?
?;?;?;Consumer;?;Massachusetts;East;?;Labels;?;122.12
First Class;?;Kean Thornton;Consumer;?;Pennsylvania;East;?;Copiers;Hewlett Packard LaserJet 3310 Copier;?
Standard Class;EA-14035;Erin Ashbrook;Corporate;Carrollton;Texas;Central;OFF-PA-10000809;Paper;?;?
?;DM-13345;Denise Monton;Corporate;Orange;New Jersey;East;?;?;Avery Durable Binders;?
First Class;JE-15745;?;?;Louisville;Colorado;West;?;Accessories;KeyTronic 6101 Series - Keyboard - Black;?
Standard Class;?;?;?;Overland Park;Kansas;Central;?;?;?;13.56
Second Class;?;?;?;Sandy Springs;Georgia;?;?;?;Bulldog Vacuum Base Pencil Sharpener;35.97
?;?;Pete Kriz;Consumer;New York City;?;?;?;Binders;Avery Metallic Poly Binders;?
Standard Class;SS-20140;?;Corporate;Los Angeles;California;West;TEC-AC-10003038;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;44.75
First Class;?;Jennifer Patt;Corporate;?;?;Central;?;?;?;?
Second Class;ND-18460;?;?;?;?;South;OFF-PA-10000019;Paper;?;38.88
?;?;Guy Thornton;Consumer;Los Angeles;California;?;OFF-PA-10000552;Paper;?;12.96
?;MG-18205;Mitch Gastineau;Corporate;Jacksonville;Florida;South;?;Binders;?;4.42
First Class;CR-12625;Corey Roper;?;?;?;South;?;Chairs;Global Value Mid-Back Manager's Chair Gray;?
Standard Class;?;Chuck Clark;?;Concord;New Hampshire;East;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;?
Standard Class;SP-20920;Susan Pistek;Consumer;San Luis Obispo;California;?;?;?;Assorted Color Push Pins;?
?;GZ-14470;Gary Zandusky;Consumer;?;Maryland;?;OFF-AP-10002945;?;?;901.95
First Class;?;?;Corporate;?;Arizona;West;TEC-PH-10001760;?;?;318.4
?;ML-17395;?;Corporate;San Diego;California;?;TEC-AC-10002345;Accessories;?;?
First Class;JM-16195;Justin MacKendrick;?;?;California;West;?;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;?
Second Class;GD-14590;Giulietta Dortch;Corporate;?;Pennsylvania;East;TEC-PH-10004667;?;Cisco 8x8 Inc. 6753i IP Business Phone System;728.95
?;?;Chris Cortes;?;Fairfield;Connecticut;East;OFF-EN-10004030;Envelopes;Convenience Packs of Business Envelopes;10.86
Second Class;NP-18685;Nora Pelletier;?;?;?;?;?;?;?;999.98
First Class;TS-21370;?;Corporate;Wilmington;Delaware;?;?;Binders;Tuf-Vin Binders;?
Same Day;?;?;Consumer;Seattle;Washington;West;OFF-PA-10002005;Paper;Xerox 225;19.44
Standard Class;SE-20110;?;Consumer;San Jose;California;West;?;Storage;File Shuttle II and Handi-File Black;?
?;PF-19225;Phillip Flathmann;Consumer;?;?;West;TEC-PH-10002033;Phones;Konftel 250 Conference phone - Charcoal black;?
?;?;Michael Granlund;Home Office;?;California;West;FUR-BO-10003894;Bookcases;?;120.67
?;?;Craig Yedwab;?;Gilbert;Arizona;?;FUR-FU-10004306;?;Electrix Halogen Magnifier Lamp;621.76
Second Class;?;Michelle Huthwaite;Consumer;Seattle;?;West;?;Bookcases;?;?
Standard Class;KM-16375;?;Home Office;Salem;Virginia;?;OFF-EN-10002230;Envelopes;?;251.79
?;TZ-21580;Tracy Zic;?;?;California;West;OFF-FA-10000992;Fasteners;Acco Clips to Go Binder Clips 24 Clips in Two Sizes;?
?;SJ-20125;Sanjit Jacobs;?;?;Texas;Central;OFF-BI-10001757;?;?;8.86
Standard Class;JA-15970;?;?;?;Oregon;?;?;?;Plantronics Single Ear Headset;?
?;?;?;?;?;Georgia;?;?;?;Pyle PMP37LED;287.97
Standard Class;AG-10900;Arthur Gainer;Consumer;Tucson;Arizona;?;?;Accessories;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;?
?;TB-21250;Tim Brockman;?;?;Texas;Central;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;47.98
Standard Class;?;Bruce Stewart;Consumer;Philadelphia;?;East;OFF-AP-10000026;?;?;?
Second Class;NL-18310;Nancy Lomonaco;Home Office;?;?;West;OFF-AR-10003469;Art;Nontoxic Chalk;8.8
?;?;Craig Carreira;?;Chicago;?;Central;OFF-BI-10002194;Binders;Cardinal Hold-It CD Pocket;4.79
Standard Class;LE-16810;?;?;Newark;Delaware;East;?;?;Perma STOR-ALL Hanging File Box 13 1/8W x 12 1/4D x 10 1/2H;29.9
Second Class;?;Jamie Kunitz;?;?;?;South;?;Binders;Avery Non-Stick Binders;?
Standard Class;PW-19240;?;?;San Francisco;California;?;FUR-BO-10002213;?;Sauder Forest Hills Library Woodland Oak Finish;359.5
?;?;Tracy Blumstein;?;Jackson;Michigan;Central;?;Paper;Telephone Message Books with Fax/Mobile Section 5 1/2 x 3 3/16;19.05
?;JA-15970;Joseph Airdo;Consumer;Phoenix;?;?;?;?;Avery Durable Slant Ring Binders;4.75
?;JK-15370;Jay Kimmel;Consumer;Fresno;California;West;OFF-ST-10002486;Storage;Eldon Shelf Savers Cubes and Bins;?
Standard Class;?;Clay Rozendal;?;Bellevue;?;West;?;?;?;?
Standard Class;LC-17140;Logan Currie;Consumer;?;Ohio;East;?;Art;BIC Brite Liner Highlighters Chisel Tip;25.92
?;JD-15895;Jonathan Doherty;Corporate;?;California;West;?;Art;?;13.12
?;?;Rob Dowd;Consumer;?;Kentucky;?;?;Envelopes;?;10.67
?;RW-19540;Rick Wilson;?;Mesa;?;West;TEC-PH-10001750;Phones;Samsung Rugby III;?
?;ES-14080;Erin Smith;Corporate;Providence;Rhode Island;East;TEC-PH-10003800;?;?;?
Standard Class;CD-11980;?;Consumer;Medford;?;West;?;Paper;?;24.78
Standard Class;?;?;Consumer;Virginia Beach;?;South;FUR-TA-10001520;Tables;?;?
Second Class;TT-21460;Tonja Turnell;Home Office;?;Texas;Central;OFF-PA-10000100;Paper;Xerox 1945;360.71
?;RD-19810;Ross DeVincentis;Home Office;?;Illinois;?;?;?;?;5.18
Standard Class;BT-11680;Brian Thompson;Consumer;Clinton;Maryland;East;?;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;181.96
First Class;?;?;?;?;California;West;?;Binders;GBC Prestige Therm-A-Bind Covers;137.24
Standard Class;?;Liz Thompson;Consumer;San Antonio;Texas;Central;OFF-BI-10004141;?;?;1.27
?;GH-14410;Gary Hansen;?;?;Arizona;West;TEC-MA-10001148;Machines;Swingline SM12-08 MicroCut Jam Free Shredder;?
Standard Class;?;?;?;Los Angeles;California;West;FUR-FU-10000010;?;DAX Value U-Channel Document Frames Easel Back;?
First Class;HM-14980;Henry MacAllister;?;Los Angeles;?;?;?;?;Pressboard Hanging Data Binders for Unburst Sheets;?
Second Class;?;Dennis Kane;Consumer;?;?;?;?;Paper;?;26.2
?;?;Doug O'Connell;Consumer;Paterson;New Jersey;East;FUR-CH-10003817;?;?;182.22
?;GB-14575;?;Consumer;Arlington;?;South;OFF-ST-10003208;Storage;?;544.38
Standard Class;AT-10735;?;Consumer;Bristol;Connecticut;East;?;Storage;?;?
?;SJ-20125;?;Home Office;New Brunswick;New Jersey;East;?;?;OIC Binder Clips;7.16
Second Class;?;?;?;Rockville;?;?;?;?;Xerox 202;19.44
Standard Class;VS-21820;Vivek Sundaresam;Consumer;?;?;South;OFF-AR-10001955;?;?;47.62
Standard Class;MC-18100;Mick Crebagga;Consumer;Bloomington;Illinois;?;OFF-AR-10003829;Art;Newell 35;13.12
?;Dl-13600;Dorris liebe;Corporate;Pasadena;Texas;Central;?;Appliances;Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;1.62
First Class;?;Damala Kotsonis;?;?;?;East;OFF-BI-10002414;Binders;GBC ProClick Spines for 32-Hole Punch;7.52
?;AJ-10795;Anthony Johnson;Corporate;San Francisco;?;West;FUR-FU-10000550;Furnishings;Stacking Trays by OIC;24.9
?;?;Matt Abelman;?;?;New York;East;OFF-PA-10002254;?;?;184.66
?;NC-18415;Nathan Cano;Consumer;Jacksonville;North Carolina;South;OFF-EN-10001335;?;?;35.01
Standard Class;?;?;Consumer;Parma;Ohio;East;FUR-CH-10000454;Chairs;?;1537.07
?;DS-13030;?;Home Office;?;Colorado;?;?;Appliances;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;209.79
?;SF-20965;Sylvia Foulston;Corporate;Houston;Texas;?;?;?;?;6.59
?;FM-14215;?;Corporate;?;?;West;?;Paper;Xerox 227;12.96
First Class;?;Luke Foster;Consumer;?;?;?;FUR-FU-10002703;?;?;?
Same Day;?;?;?;Philadelphia;Pennsylvania;?;?;Furnishings;DAX Executive Solid Wood Document Frame Desktop or Hang Mahogany 5 x 7;70.45
Second Class;?;?;Consumer;Columbus;Georgia;?;?;Storage;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;118.25
First Class;AG-10495;Andrew Gjertsen;Corporate;?;California;West;OFF-BI-10004209;?;?;19.3
Standard Class;BO-11350;Bill Overfelt;Corporate;Philadelphia;?;?;?;?;?;26.39
Standard Class;BG-11035;Barry Gonzalez;Consumer;Monroe;Louisiana;?;?;Accessories;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;?
?;?;?;Home Office;?;Oklahoma;?;OFF-BI-10003007;Binders;Premium Transparent Presentation Covers No Pattern/Clear 8 1/2 x 11;?
Second Class;RF-19735;Roland Fjeld;Consumer;Columbia;South Carolina;?;TEC-AC-10000023;Accessories;Maxell 74 Minute CD-R Spindle 50/Pack;62.91
Standard Class;PS-18970;Paul Stevenson;Home Office;Seattle;?;West;OFF-ST-10001809;Storage;?;?
?;?;Erin Creighton;Consumer;?;California;West;OFF-ST-10003442;?;?;?
?;WB-21850;William Brown;?;Redmond;?;West;?;?;?;133.47
Standard Class;SV-20785;Stewart Visinsky;Consumer;Baltimore;Maryland;?;?;Supplies;?;25.02
Second Class;?;Dianna Wilson;Home Office;Lakeville;Minnesota;Central;FUR-CH-10004063;?;Global Deluxe High-Back Manager's Chair;?
?;RW-19690;?;Consumer;Wilmington;?;?;OFF-BI-10000848;?;?;3.28
Standard Class;KM-16375;Katherine Murray;Home Office;?;Texas;Central;?;Chairs;?;981.37
?;?;?;Corporate;Los Angeles;California;West;OFF-PA-10002606;?;?;47.52
?;AG-10270;Alejandro Grove;?;Omaha;Nebraska;?;OFF-ST-10000419;Storage;?;40.74
Standard Class;JM-15250;?;?;?;New York;East;OFF-BI-10003708;Binders;?;29.8
Standard Class;BG-11740;Bruce Geld;Consumer;Los Angeles;California;?;FUR-FU-10000672;Furnishings;Executive Impressions 10 Spectator Wall Clock;47.04
Standard Class;DK-12895;Dana Kaydos;Consumer;?;Florida;?;?;?;Tenex 46 x 60 Computer Anti-Static Chairmat Rectangular Shaped;339.14
Standard Class;?;Sandra Glassco;Consumer;Independence;?;Central;OFF-AP-10001058;Appliances;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;?
Second Class;?;?;Home Office;Henderson;Kentucky;South;?;Furnishings;?;61.0
Second Class;VM-21685;Valerie Mitchum;?;?;?;?;?;Phones;?;659.98
