Second Class;?;Cathy Hwang;Home Office;?;?;?;TEC-PH-10001809;?;?;299.9
Standard Class;?;?;?;San Francisco;?;West;?;Storage;?;?
Second Class;DV-13465;Dianna Vittorini;Consumer;?;New York;?;TEC-AC-10002018;?;?;13.98
Standard Class;?;Tom Prescott;Consumer;Freeport;?;?;FUR-FU-10004017;?;Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49;?
?;TS-21505;Tony Sayre;Consumer;?;?;East;?;?;Luxo Professional Combination Clamp-On Lamps;102.3
?;VM-21835;?;Consumer;Boca Raton;?;South;TEC-AC-10000521;?;?;18.46
?;LD-17005;Lisa DeCherney;Consumer;?;California;West;?;?;GBC VeloBinder Manual Binding System;57.58
Standard Class;?;Sung Shariari;?;?;?;Central;?;Paper;?;4.62
Standard Class;CA-12775;Cynthia Arntzen;?;Philadelphia;Pennsylvania;?;OFF-BI-10004230;Binders;GBC Recycled Grain Textured Covers;?
Second Class;JC-15775;John Castell;Consumer;?;?;East;FUR-TA-10001771;Tables;?;138.59
?;SJ-20215;Sarah Jordon;?;?;?;?;OFF-AR-10001683;Art;Lumber Crayons;15.76
?;TB-21625;?;?;?;California;?;OFF-PA-10002751;Paper;Xerox 1920;?
First Class;?;Todd Sumrall;Corporate;?;?;?;?;?;?;141.4
?;HG-14845;Harry Greene;?;?;Texas;Central;OFF-PA-10000474;Paper;?;?
?;?;?;Home Office;Charlotte;North Carolina;?;?;?;?;?
?;?;Claudia Bergmann;Corporate;?;?;?;FUR-BO-10004015;?;?;509.96
?;BD-11320;Bill Donatelli;Consumer;Woodland;California;?;TEC-PH-10001299;Phones;Polycom CX300 Desktop Phone USB VoIP phone;?
First Class;?;?;Consumer;Toledo;Ohio;East;OFF-PA-10004971;?;Xerox 196;?
?;?;?;Home Office;Tulsa;Oklahoma;?;?;?;Avery Hanging File Binders;41.86
Second Class;KH-16330;Katharine Harms;Corporate;New York City;?;East;?;Furnishings;?;50.97
First Class;MG-17650;Matthew Grinstein;?;Marion;?;East;?;?;Magna Visual Magnetic Picture Hangers;?
Same Day;RW-19540;Rick Wilson;?;?;?;West;?;?;?;314.6
First Class;JE-15610;Jim Epp;Corporate;?;?;?;OFF-AR-10000380;Art;?;?
First Class;AS-10135;Adrian Shami;?;New York City;?;?;OFF-BI-10000404;Binders;Avery Printable Repositionable Plastic Tabs;?
Standard Class;?;?;?;?;?;?;?;Storage;?;?
Second Class;?;?;Corporate;?;?;South;FUR-CH-10000988;Chairs;Hon Olson Stacker Stools;?
?;?;Fred McMath;?;Lawrence;?;East;?;Labels;?;122.12
First Class;KT-16480;Kean Thornton;?;Philadelphia;Pennsylvania;East;TEC-CO-10001449;?;?;1799.97
?;EA-14035;Erin Ashbrook;?;Carrollton;Texas;Central;OFF-PA-10000809;Paper;Xerox 206;10.37
?;DM-13345;Denise Monton;Corporate;?;New Jersey;?;?;Binders;Avery Durable Binders;5.76
First Class;?;?;Consumer;Louisville;Colorado;?;TEC-AC-10004114;Accessories;?;196.75
?;RR-19525;Rick Reed;?;?;?;Central;OFF-PA-10003673;?;Strathmore Photo Mount Cards;?
Second Class;PF-19165;Philip Fox;Consumer;Sandy Springs;?;?;?;Art;Bulldog Vacuum Base Pencil Sharpener;35.97
?;?;Pete Kriz;?;New York City;?;East;OFF-BI-10003476;Binders;Avery Metallic Poly Binders;?
?;?;Saphhira Shifley;Corporate;?;?;?;?;?;Kingston Digital DataTraveler 16GB USB 2.0;44.75
?;JP-15460;Jennifer Patt;Corporate;Dallas;Texas;?;FUR-TA-10003008;Tables;?;?
?;?;?;?;Macon;Georgia;South;?;Paper;Xerox 1931;?
?;?;?;?;Los Angeles;?;?;?;Paper;?;?
Second Class;?;?;Corporate;Jacksonville;Florida;South;?;?;?;?
?;CR-12625;?;?;?;Georgia;?;?;?;Global Value Mid-Back Manager's Chair Gray;121.78
?;?;?;Home Office;Concord;New Hampshire;East;?;?;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;?
Standard Class;SP-20920;?;Consumer;San Luis Obispo;California;West;OFF-FA-10003059;Fasteners;Assorted Color Push Pins;?
?;GZ-14470;?;Consumer;?;?;?;?;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901.95
First Class;?;?;Corporate;Tempe;Arizona;West;TEC-PH-10001760;Phones;Bose SoundLink Bluetooth Speaker;?
Standard Class;ML-17395;Marina Lichtenstein;?;San Diego;?;?;?;Accessories;HP Standard 104 key PS/2 Keyboard;?
?;?;Justin MacKendrick;Consumer;Lake Forest;California;West;OFF-AP-10000828;?;Avanti 4.4 Cu. Ft. Refrigerator;?
Second Class;GD-14590;Giulietta Dortch;Corporate;Philadelphia;?;?;TEC-PH-10004667;?;?;?
?;?;?;?;Fairfield;Connecticut;?;OFF-EN-10004030;Envelopes;?;?
?;?;?;Home Office;?;?;?;TEC-CO-10002095;?;Hewlett Packard 610 Color Digital Copier / Printer;?
First Class;?;?;Corporate;Wilmington;?;?;OFF-BI-10004492;?;?;?
?;JF-15415;Jennifer Ferguson;?;?;Washington;?;OFF-PA-10002005;?;?;?
?;SE-20110;?;Consumer;San Jose;California;West;?;Storage;File Shuttle II and Handi-File Black;?
First Class;?;Phillip Flathmann;?;Edmonds;Washington;West;TEC-PH-10002033;?;?;455.71
?;?;Michael Granlund;Home Office;?;?;?;?;?;Safco Value Mate Steel Bookcase Baked Enamel Finish on Steel Black;?
?;?;Craig Yedwab;?;?;Arizona;?;?;Furnishings;?;621.76
Second Class;?;Michelle Huthwaite;Consumer;Seattle;Washington;West;FUR-BO-10002213;?;?;?
?;?;Katherine Murray;?;?;Virginia;?;?;Envelopes;?;?
Standard Class;TZ-21580;?;?;?;California;West;OFF-FA-10000992;Fasteners;Acco Clips to Go Binder Clips 24 Clips in Two Sizes;10.65
Standard Class;SJ-20125;Sanjit Jacobs;?;Dallas;?;Central;?;?;Pressboard Hanging Data Binders for Unburst Sheets;8.86
Standard Class;?;Joseph Airdo;?;Springfield;Oregon;?;TEC-MA-10004086;?;Plantronics Single Ear Headset;?
?;TS-21160;Theresa Swint;?;?;Georgia;South;?;?;?;?
?;AG-10900;Arthur Gainer;Consumer;?;?;West;?;Accessories;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;1023.94
First Class;TB-21250;?;Consumer;Austin;Texas;Central;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;47.98
Standard Class;BS-11755;?;Consumer;Philadelphia;Pennsylvania;East;?;Appliances;?;195.1
?;?;?;?;Danville;California;West;OFF-AR-10003469;?;Nontoxic Chalk;8.8
?;CC-12670;?;Consumer;Chicago;?;Central;?;Binders;?;4.79
Standard Class;LE-16810;Laurel Elliston;Consumer;Newark;?;East;?;?;?;?
?;JK-15205;Jamie Kunitz;?;Hialeah;Florida;?;?;?;Avery Non-Stick Binders;?
?;?;Pierre Wener;?;San Francisco;California;?;FUR-BO-10002213;Bookcases;Sauder Forest Hills Library Woodland Oak Finish;?
?;TB-21520;?;?;?;?;Central;?;?;Telephone Message Books with Fax/Mobile Section 5 1/2 x 3 3/16;19.05
Second Class;JA-15970;Joseph Airdo;?;Phoenix;Arizona;?;?;Binders;?;4.75
Standard Class;JK-15370;?;Consumer;Fresno;?;West;?;?;?;48.86
?;CR-12580;Clay Rozendal;Home Office;Bellevue;?;?;OFF-SU-10004782;Supplies;?;?
Standard Class;LC-17140;?;?;?;Ohio;East;?;?;?;25.92
?;?;Jonathan Doherty;?;Riverside;?;West;?;?;Newell 348;13.12
?;?;?;Consumer;Henderson;?;South;OFF-EN-10003862;?;?;10.67
?;?;Rick Wilson;Corporate;?;?;?;?;?;Samsung Rugby III;?
Standard Class;ES-14080;?;?;Providence;Rhode Island;?;?;Phones;i.Sound Portable Power - 8000 mAh;?
Standard Class;?;?;Consumer;?;Oregon;West;OFF-PA-10000241;Paper;IBM Multi-Purpose Copy Paper 8 1/2 x 11 Case;24.78
Standard Class;OT-18730;Olvera Toch;?;Virginia Beach;Virginia;?;?;?;Lesro Sheffield Collection Coffee Table End Table Center Table Corner Table;356.85
Second Class;TT-21460;Tonja Turnell;Home Office;?;?;Central;?;Paper;?;?
?;RD-19810;Ross DeVincentis;?;Chicago;Illinois;?;?;Paper;Xerox 2;5.18
?;?;?;Consumer;Clinton;Maryland;?;FUR-FU-10002918;?;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;181.96
?;SC-20260;?;Corporate;?;California;?;OFF-BI-10002735;Binders;?;?
Standard Class;LT-17110;?;?;San Antonio;Texas;Central;OFF-BI-10004141;?;?;?
Standard Class;?;?;?;Yuma;?;?;TEC-MA-10001148;Machines;?;599.98
?;AT-10435;Alyssa Tate;Home Office;?;California;West;?;?;?;9.94
?;?;Henry MacAllister;?;Los Angeles;?;West;OFF-BI-10001757;?;Pressboard Hanging Data Binders for Unburst Sheets;11.81
?;DK-13375;?;?;Seattle;?;?;OFF-PA-10003883;Paper;?;26.2
?;DO-13645;?;?;Paterson;?;?;?;Chairs;Global Value Steno Chair Gray;182.22
Standard Class;GB-14575;?;?;Arlington;Virginia;?;?;?;Adjustable Depth Letter/Legal Cart;544.38
Standard Class;AT-10735;?;?;?;?;East;?;Storage;?;?
?;?;Sanjit Jacobs;?;?;New Jersey;?;OFF-FA-10000624;Fasteners;OIC Binder Clips;7.16
Second Class;SG-20470;?;Consumer;?;Maryland;?;?;Paper;?;?
?;?;?;?;Raleigh;?;South;?;Art;Newell 319;47.62
Standard Class;MC-18100;Mick Crebagga;?;?;?;Central;OFF-AR-10003829;?;?;13.12
Standard Class;Dl-13600;Dorris liebe;?;Pasadena;?;?;OFF-AP-10002203;Appliances;?;?
First Class;?;Damala Kotsonis;?;Philadelphia;Pennsylvania;?;OFF-BI-10002414;?;GBC ProClick Spines for 32-Hole Punch;?
?;AJ-10795;?;?;San Francisco;?;West;?;?;Stacking Trays by OIC;?
?;?;Matt Abelman;?;?;?;East;OFF-PA-10002254;Paper;?;?
Standard Class;?;Nathan Cano;Consumer;Jacksonville;?;?;?;?;White Business Envelopes with Contemporary Seam Recycled White Business Envelopes;?
