Second Class;CH-12070;?;Home Office;?;Michigan;Central;TEC-PH-10001809;Phones;?;299.9
Standard Class;?;?;?;San Francisco;?;?;?;Storage;Carina Double Wide Media Storage Towers in Natural & Black;242.94
Second Class;?;Dianna Vittorini;?;?;New York;East;TEC-AC-10002018;Accessories;AmazonBasics 3-Button USB Wired Mouse;?
?;?;Tom Prescott;Consumer;Freeport;?;East;?;?;Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49;322.59
First Class;TS-21505;Tony Sayre;?;?;?;?;?;Furnishings;Luxo Professional Combination Clamp-On Lamps;102.3
?;VM-21835;Vivian Mathis;?;Boca Raton;Florida;?;?;?;Verbatim Slim CD and DVD Storage Cases 50/Pack;?
Standard Class;LD-17005;Lisa DeCherney;Consumer;?;California;West;?;Binders;?;57.58
Standard Class;SS-20875;?;?;?;Texas;?;OFF-PA-10004971;Paper;?;?
Standard Class;?;Cynthia Arntzen;Consumer;Philadelphia;?;East;OFF-BI-10004230;Binders;?;31.09
Second Class;JC-15775;John Castell;?;Philadelphia;?;?;FUR-TA-10001771;?;Bush Cubix Conference Tables Fully Assembled;?
?;?;Sarah Jordon;?;Chicago;Illinois;?;OFF-AR-10001683;Art;?;?
First Class;TB-21625;?;?;Los Angeles;California;West;?;Paper;Xerox 1920;17.94
?;TS-21370;Todd Sumrall;?;Los Angeles;California;West;OFF-ST-10003442;Storage;Eldon Portable Mobile Manager;141.4
Same Day;HG-14845;Harry Greene;?;Houston;Texas;Central;OFF-PA-10000474;?;Easy-staple paper;?
Standard Class;?;Dean percer;?;?;North Carolina;?;?;Tables;?;?
?;CB-12535;Claudia Bergmann;?;?;?;West;FUR-BO-10004015;Bookcases;Bush Andora Bookcase Maple/Graphite Gray Finish;509.96
?;?;Bill Donatelli;Consumer;?;California;West;TEC-PH-10001299;Phones;?;239.98
First Class;?;?;Consumer;Toledo;Ohio;East;OFF-PA-10004971;?;?;13.87
Standard Class;?;Michelle Tran;Home Office;?;Oklahoma;?;?;Binders;Avery Hanging File Binders;41.86
?;?;Katharine Harms;Corporate;New York City;New York;East;FUR-FU-10000820;Furnishings;Tensor Brushed Steel Torchiere Floor Lamp;50.97
First Class;MG-17650;?;Home Office;Marion;Ohio;East;?;?;Magna Visual Magnetic Picture Hangers;?
Same Day;?;?;Corporate;Seattle;?;West;OFF-AP-10001005;Appliances;Honeywell Quietcare HEPA Air Cleaner;?
First Class;?;Jim Epp;?;Lakeland;Florida;?;OFF-AR-10000380;?;?;?
First Class;AS-10135;Adrian Shami;Home Office;?;New York;?;OFF-BI-10000404;?;Avery Printable Repositionable Plastic Tabs;?
Standard Class;FA-14230;Frank Atkinson;?;Orlando;Florida;South;OFF-ST-10003327;?;Akro-Mils 12-Gallon Tote;39.72
Second Class;KB-16585;?;?;Hialeah;?;?;?;Chairs;Hon Olson Stacker Stools;1013.83
Standard Class;?;?;Consumer;Lawrence;?;East;?;?;Avery 477;?
First Class;?;?;?;Philadelphia;?;East;TEC-CO-10001449;Copiers;Hewlett Packard LaserJet 3310 Copier;?
?;EA-14035;Erin Ashbrook;?;Carrollton;?;Central;OFF-PA-10000809;?;Xerox 206;10.37
?;DM-13345;?;?;Orange;New Jersey;East;?;Binders;?;5.76
First Class;JE-15745;?;?;Louisville;Colorado;?;?;Accessories;?;196.75
?;RR-19525;Rick Reed;Corporate;Overland Park;Kansas;Central;OFF-PA-10003673;Paper;Strathmore Photo Mount Cards;13.56
Second Class;PF-19165;Philip Fox;?;Sandy Springs;Georgia;?;?;?;?;35.97
Standard Class;PK-19075;?;?;New York City;?;East;OFF-BI-10003476;Binders;Avery Metallic Poly Binders;32.09
?;SS-20140;Saphhira Shifley;Corporate;Los Angeles;?;West;TEC-AC-10003038;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;44.75
?;?;?;Corporate;?;Texas;Central;FUR-TA-10003008;?;Lesro Round Back Collection Coffee Table End Table;?
?;?;Neil Ducich;?;?;?;South;OFF-PA-10000019;?;Xerox 1931;?
?;?;?;Consumer;Los Angeles;?;?;OFF-PA-10000552;Paper;?;?
Second Class;?;Mitch Gastineau;?;?;?;?;OFF-BI-10003712;?;Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Light Blue;4.42
?;?;?;Home Office;Columbus;Georgia;South;FUR-CH-10001146;Chairs;Global Value Mid-Back Manager's Chair Gray;121.78
Standard Class;CC-12430;Chuck Clark;Home Office;Concord;?;?;TEC-AC-10003628;?;?;29.99
Standard Class;SP-20920;?;?;San Luis Obispo;California;West;?;?;Assorted Color Push Pins;3.62
?;?;Gary Zandusky;Consumer;?;Maryland;?;?;?;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901.95
?;ES-14080;Erin Smith;Corporate;?;?;?;TEC-PH-10001760;Phones;Bose SoundLink Bluetooth Speaker;?
Standard Class;ML-17395;Marina Lichtenstein;?;?;?;West;?;?;HP Standard 104 key PS/2 Keyboard;116.0
?;?;?;?;Lake Forest;California;?;?;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;542.94
?;GD-14590;Giulietta Dortch;Corporate;Philadelphia;Pennsylvania;?;?;Phones;Cisco 8x8 Inc. 6753i IP Business Phone System;728.95
Same Day;CC-12220;?;?;Fairfield;?;East;OFF-EN-10004030;?;Convenience Packs of Business Envelopes;10.86
Second Class;NP-18685;Nora Pelletier;?;Indianapolis;Indiana;Central;?;Copiers;?;?
First Class;?;?;?;Wilmington;Delaware;East;OFF-BI-10004492;Binders;Tuf-Vin Binders;?
Same Day;?;Jennifer Ferguson;Consumer;?;Washington;West;OFF-PA-10002005;Paper;?;19.44
Standard Class;SE-20110;Sanjit Engle;Consumer;?;California;?;?;?;?;169.45
First Class;?;Phillip Flathmann;?;Edmonds;?;West;TEC-PH-10002033;Phones;Konftel 250 Conference phone - Charcoal black;?
Standard Class;MG-17890;Michael Granlund;Home Office;Fresno;California;?;?;Bookcases;Safco Value Mate Steel Bookcase Baked Enamel Finish on Steel Black;120.67
?;CY-12745;?;Corporate;Gilbert;?;West;FUR-FU-10004306;Furnishings;Electrix Halogen Magnifier Lamp;621.76
Second Class;?;Michelle Huthwaite;Consumer;?;Washington;West;FUR-BO-10002213;Bookcases;Sauder Forest Hills Library Woodland Oak Finish;?
?;KM-16375;?;Home Office;?;?;South;?;Envelopes;Airmail Envelopes;?
Standard Class;?;?;?;Los Angeles;?;?;OFF-FA-10000992;Fasteners;?;10.65
Standard Class;SJ-20125;?;?;?;?;Central;OFF-BI-10001757;?;?;8.86
?;JA-15970;Joseph Airdo;?;Springfield;?;?;?;?;Plantronics Single Ear Headset;29.92
Standard Class;?;?;Corporate;Columbus;Georgia;South;?;Phones;Pyle PMP37LED;287.97
Standard Class;AG-10900;?;Consumer;?;Arizona;?;TEC-AC-10003911;Accessories;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;1023.94
First Class;?;Tim Brockman;?;Austin;Texas;Central;TEC-AC-10003628;?;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;47.98
?;?;Bruce Stewart;?;Philadelphia;?;?;?;?;?;195.1
Second Class;?;Nancy Lomonaco;Home Office;Danville;California;?;?;?;Nontoxic Chalk;8.8
?;?;?;?;?;?;Central;?;Binders;?;4.79
?;?;?;?;Newark;Delaware;East;?;?;Perma STOR-ALL Hanging File Box 13 1/8W x 12 1/4D x 10 1/2H;29.9
?;JK-15205;Jamie Kunitz;?;?;Florida;?;OFF-BI-10004140;Binders;?;?
Standard Class;PW-19240;Pierre Wener;Consumer;San Francisco;California;West;FUR-BO-10002213;Bookcases;?;359.5
?;?;?;Consumer;?;?;?;OFF-PA-10004675;?;Telephone Message Books with Fax/Mobile Section 5 1/2 x 3 3/16;19.05
?;JA-15970;Joseph Airdo;Consumer;Phoenix;Arizona;West;OFF-BI-10004465;?;Avery Durable Slant Ring Binders;4.75
Standard Class;JK-15370;?;?;?;?;West;?;?;Eldon Shelf Savers Cubes and Bins;48.86
?;?;?;Home Office;?;Washington;?;OFF-SU-10004782;?;?;?
Standard Class;?;?;?;?;?;?;?;?;BIC Brite Liner Highlighters Chisel Tip;25.92
First Class;JD-15895;Jonathan Doherty;Corporate;Riverside;California;West;OFF-AR-10003481;Art;?;13.12
Standard Class;RD-19585;?;?;Henderson;?;South;OFF-EN-10003862;Envelopes;?;?
Standard Class;RW-19540;Rick Wilson;Corporate;Mesa;Arizona;West;TEC-PH-10001750;?;Samsung Rugby III;?
