Second Class;CH-12070;?;Home Office;Detroit;Michigan;?;TEC-PH-10001809;Phones;?;?
?;?;Bill Stewart;?;San Francisco;?;West;OFF-ST-10000736;?;?;242.94
?;DV-13465;Dianna Vittorini;?;?;New York;East;TEC-AC-10002018;?;AmazonBasics 3-Button USB Wired Mouse;13.98
Standard Class;TP-21415;?;Consumer;Freeport;?;?;FUR-FU-10004017;Furnishings;Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49;?
?;?;Tony Sayre;?;?;?;?;?;?;Luxo Professional Combination Clamp-On Lamps;102.3
?;VM-21835;?;Consumer;Boca Raton;Florida;?;TEC-AC-10000521;Accessories;?;?
?;?;?;Consumer;?;California;West;OFF-BI-10001543;Binders;GBC VeloBinder Manual Binding System;57.58
?;SS-20875;Sung Shariari;Consumer;?;Texas;?;?;?;Xerox 196;4.62
?;?;Cynthia Arntzen;?;?;Pennsylvania;?;OFF-BI-10004230;?;GBC Recycled Grain Textured Covers;?
Second Class;?;John Castell;?;Philadelphia;Pennsylvania;?;?;Tables;Bush Cubix Conference Tables Fully Assembled;?
?;SJ-20215;?;Consumer;Chicago;Illinois;?;?;?;?;?
?;?;?;Consumer;?;?;?;?;Paper;Xerox 1920;?
First Class;?;Todd Sumrall;Corporate;Los Angeles;California;West;?;?;?;141.4
?;?;?;?;Houston;Texas;?;?;Paper;Easy-staple paper;56.7
Standard Class;?;?;Home Office;Charlotte;North Carolina;South;?;?;?;?
Standard Class;?;?;?;?;?;West;FUR-BO-10004015;?;?;?
?;?;?;Consumer;Woodland;California;?;?;Phones;Polycom CX300 Desktop Phone USB VoIP phone;239.98
First Class;?;?;?;Toledo;?;East;OFF-PA-10004971;?;?;?
Standard Class;?;Michelle Tran;?;Tulsa;Oklahoma;Central;OFF-BI-10003305;Binders;Avery Hanging File Binders;?
?;?;?;Corporate;?;?;East;FUR-FU-10000820;?;?;?
?;?;?;?;?;Ohio;East;?;?;Magna Visual Magnetic Picture Hangers;7.71
?;?;Rick Wilson;Corporate;?;Washington;?;OFF-AP-10001005;Appliances;Honeywell Quietcare HEPA Air Cleaner;314.6
?;?;Jim Epp;Corporate;Lakeland;Florida;South;?;?;?;60.77
?;?;Adrian Shami;?;?;New York;East;OFF-BI-10000404;?;?;41.28
?;?;?;Corporate;?;?;?;OFF-ST-10003327;Storage;Akro-Mils 12-Gallon Tote;?
Second Class;KB-16585;Ken Black;Corporate;Hialeah;Florida;South;FUR-CH-10000988;?;Hon Olson Stacker Stools;?
?;?;Fred McMath;Consumer;?;?;?;OFF-LA-10001474;Labels;?;?
?;KT-16480;?;?;Philadelphia;?;East;TEC-CO-10001449;?;?;?
Standard Class;?;?;?;Carrollton;Texas;?;?;Paper;Xerox 206;?
Second Class;DM-13345;Denise Monton;?;Orange;?;East;OFF-BI-10000546;Binders;?;?
?;JE-15745;?;?;Louisville;Colorado;?;?;?;?;196.75
?;?;Rick Reed;?;?;?;Central;?;?;Strathmore Photo Mount Cards;?
Second Class;PF-19165;?;Consumer;Sandy Springs;?;?;OFF-AR-10004344;Art;Bulldog Vacuum Base Pencil Sharpener;?
?;PK-19075;Pete Kriz;Consumer;?;New York;?;?;?;?;32.09
Standard Class;?;Saphhira Shifley;Corporate;?;?;West;TEC-AC-10003038;Accessories;?;?
?;JP-15460;Jennifer Patt;?;?;Texas;Central;?;?;Lesro Round Back Collection Coffee Table End Table;127.78
Second Class;ND-18460;Neil Ducich;?;?;Georgia;South;?;Paper;Xerox 1931;?
First Class;?;Guy Thornton;?;?;?;?;?;Paper;?;?
?;?;?;?;?;Florida;South;?;?;Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Light Blue;?
?;CR-12625;Corey Roper;Home Office;Columbus;Georgia;?;?;Chairs;?;?
?;CC-12430;Chuck Clark;?;?;New Hampshire;East;?;Accessories;?;?
Standard Class;?;?;?;?;?;West;OFF-FA-10003059;?;Assorted Color Push Pins;?
Same Day;?;?;Consumer;Columbia;?;?;OFF-AP-10002945;?;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901.95
?;?;Erin Smith;Corporate;?;Arizona;West;?;?;Bose SoundLink Bluetooth Speaker;318.4
Standard Class;ML-17395;?;?;San Diego;California;?;TEC-AC-10002345;?;HP Standard 104 key PS/2 Keyboard;116.0
?;?;Justin MacKendrick;Consumer;Lake Forest;California;?;OFF-AP-10000828;?;Avanti 4.4 Cu. Ft. Refrigerator;?
?;?;Giulietta Dortch;Corporate;?;?;East;?;?;?;?
Same Day;CC-12220;?;Consumer;Fairfield;Connecticut;?;?;Envelopes;?;10.86
Second Class;?;Nora Pelletier;Home Office;?;?;Central;TEC-CO-10002095;?;Hewlett Packard 610 Color Digital Copier / Printer;?
?;?;Todd Sumrall;Corporate;?;Delaware;East;?;Binders;Tuf-Vin Binders;221.06
Same Day;JF-15415;Jennifer Ferguson;Consumer;Seattle;Washington;?;OFF-PA-10002005;?;?;19.44
?;SE-20110;?;Consumer;?;California;?;?;Storage;?;169.45
?;?;?;Consumer;Edmonds;Washington;?;TEC-PH-10002033;?;?;?
Standard Class;?;Michael Granlund;?;Fresno;California;?;FUR-BO-10003894;?;?;?
Standard Class;?;?;Corporate;Gilbert;Arizona;West;FUR-FU-10004306;Furnishings;Electrix Halogen Magnifier Lamp;621.76
Second Class;MH-18025;?;?;Seattle;Washington;West;?;Bookcases;?;704.9
Standard Class;?;?;Home Office;?;Virginia;South;OFF-EN-10002230;?;Airmail Envelopes;?
