Second Class;CH-12070;?;Home Office;?;Michigan;Central;TEC-PH-10001809;Phones;Panasonic KX T7736-B Digital phone;?
Standard Class;BS-11380;?;Corporate;San Francisco;California;?;?;Storage;Carina Double Wide Media Storage Towers in Natural & Black;242.94
Second Class;?;Dianna Vittorini;Consumer;?;New York;East;TEC-AC-10002018;Accessories;AmazonBasics 3-Button USB Wired Mouse;13.98
Standard Class;?;Tom Prescott;Consumer;?;New York;East;FUR-FU-10004017;Furnishings;Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49;322.59
?;TS-21505;Tony Sayre;Consumer;Concord;New Hampshire;East;?;?;?;102.3
First Class;VM-21835;?;Consumer;Boca Raton;Florida;?;TEC-AC-10000521;?;Verbatim Slim CD and DVD Storage Cases 50/Pack;18.46
?;LD-17005;Lisa DeCherney;Consumer;?;?;West;OFF-BI-10001543;Binders;GBC VeloBinder Manual Binding System;57.58
Standard Class;SS-20875;Sung Shariari;?;Dallas;Texas;?;?;Paper;Xerox 196;4.62
?;CA-12775;Cynthia Arntzen;Consumer;Philadelphia;Pennsylvania;?;?;?;GBC Recycled Grain Textured Covers;31.09
Second Class;JC-15775;John Castell;Consumer;Philadelphia;Pennsylvania;East;FUR-TA-10001771;Tables;Bush Cubix Conference Tables Fully Assembled;138.59
Standard Class;SJ-20215;?;?;Chicago;Illinois;Central;OFF-AR-10001683;?;Lumber Crayons;15.76
First Class;TB-21625;Trudy Brown;Consumer;?;California;West;OFF-PA-10002751;Paper;Xerox 1920;?
First Class;TS-21370;Todd Sumrall;Corporate;Los Angeles;California;West;OFF-ST-10003442;?;?;?
Same Day;HG-14845;Harry Greene;Consumer;Houston;Texas;?;OFF-PA-10000474;Paper;Easy-staple paper;56.7
Standard Class;Dp-13240;Dean percer;Home Office;Charlotte;?;South;?;Tables;KI Adjustable-Height Table;154.76
Standard Class;CB-12535;Claudia Bergmann;?;?;California;West;FUR-BO-10004015;Bookcases;Bush Andora Bookcase Maple/Graphite Gray Finish;509.96
Standard Class;BD-11320;Bill Donatelli;?;?;California;West;TEC-PH-10001299;Phones;Polycom CX300 Desktop Phone USB VoIP phone;239.98
First Class;?;Alan Barnes;Consumer;?;Ohio;East;OFF-PA-10004971;Paper;Xerox 196;13.87
Standard Class;MT-18070;Michelle Tran;Home Office;Tulsa;?;Central;OFF-BI-10003305;Binders;Avery Hanging File Binders;41.86
Second Class;?;Katharine Harms;?;New York City;New York;East;?;Furnishings;?;50.97
First Class;MG-17650;Matthew Grinstein;Home Office;Marion;Ohio;East;FUR-FU-10002885;Furnishings;?;?
Same Day;RW-19540;Rick Wilson;Corporate;?;Washington;West;OFF-AP-10001005;Appliances;Honeywell Quietcare HEPA Air Cleaner;314.6
First Class;?;Jim Epp;?;Lakeland;?;?;?;?;Hunt PowerHouse Electric Pencil Sharpener Blue;60.77
First Class;?;Adrian Shami;Home Office;New York City;?;?;OFF-BI-10000404;Binders;?;41.28
Standard Class;FA-14230;Frank Atkinson;Corporate;Orlando;Florida;South;OFF-ST-10003327;Storage;?;39.72
Second Class;KB-16585;Ken Black;Corporate;Hialeah;Florida;South;FUR-CH-10000988;Chairs;Hon Olson Stacker Stools;?
Standard Class;FM-14380;Fred McMath;Consumer;Lawrence;Massachusetts;East;OFF-LA-10001474;Labels;Avery 477;122.12
First Class;KT-16480;Kean Thornton;Consumer;Philadelphia;Pennsylvania;East;TEC-CO-10001449;?;Hewlett Packard LaserJet 3310 Copier;?
Standard Class;?;Erin Ashbrook;Corporate;?;?;Central;OFF-PA-10000809;Paper;Xerox 206;10.37
Second Class;DM-13345;Denise Monton;?;?;New Jersey;?;OFF-BI-10000546;Binders;Avery Durable Binders;?
?;JE-15745;Joel Eaton;Consumer;Louisville;Colorado;West;TEC-AC-10004114;Accessories;?;196.75
Standard Class;RR-19525;Rick Reed;Corporate;Overland Park;Kansas;Central;OFF-PA-10003673;Paper;Strathmore Photo Mount Cards;13.56
Second Class;PF-19165;Philip Fox;Consumer;?;?;?;?;Art;?;35.97
Standard Class;PK-19075;Pete Kriz;Consumer;New York City;New York;East;OFF-BI-10003476;Binders;Avery Metallic Poly Binders;32.09
?;?;Saphhira Shifley;Corporate;Los Angeles;California;West;TEC-AC-10003038;?;Kingston Digital DataTraveler 16GB USB 2.0;44.75
First Class;?;Jennifer Patt;Corporate;?;Texas;Central;FUR-TA-10003008;Tables;?;127.78
Second Class;ND-18460;Neil Ducich;Corporate;Macon;Georgia;South;OFF-PA-10000019;?;Xerox 1931;?
First Class;GT-14755;Guy Thornton;?;?;?;West;OFF-PA-10000552;Paper;?;12.96
Second Class;MG-18205;Mitch Gastineau;Corporate;Jacksonville;Florida;South;?;Binders;?;?
First Class;?;Corey Roper;Home Office;Columbus;Georgia;South;FUR-CH-10001146;Chairs;?;121.78
Standard Class;CC-12430;?;Home Office;Concord;?;?;TEC-AC-10003628;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;29.99
Standard Class;SP-20920;?;Consumer;San Luis Obispo;California;West;OFF-FA-10003059;Fasteners;Assorted Color Push Pins;3.62
Same Day;GZ-14470;Gary Zandusky;Consumer;Columbia;Maryland;East;OFF-AP-10002945;?;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901.95
First Class;ES-14080;Erin Smith;?;?;Arizona;West;TEC-PH-10001760;Phones;Bose SoundLink Bluetooth Speaker;318.4
Standard Class;ML-17395;Marina Lichtenstein;?;San Diego;California;West;TEC-AC-10002345;Accessories;?;?
First Class;JM-16195;Justin MacKendrick;Consumer;Lake Forest;California;West;OFF-AP-10000828;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;542.94
Second Class;GD-14590;Giulietta Dortch;Corporate;Philadelphia;Pennsylvania;East;TEC-PH-10004667;Phones;Cisco 8x8 Inc. 6753i IP Business Phone System;728.95
Same Day;CC-12220;Chris Cortes;Consumer;Fairfield;Connecticut;East;OFF-EN-10004030;Envelopes;?;10.86
Second Class;?;Nora Pelletier;Home Office;Indianapolis;Indiana;Central;?;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;999.98
