riga;nome attributo;valore da imputare;valore imputato
4450;Region;West;West
1119;Customer_Name;Janet Martin;Janet Martin
3327;Region;Central;Central
2640;Product_ID;OFF-BI-10002897;?
5;Customer_ID;TS-21505;TS-21505
805;State;North Carolina;North Carolina
1507;State;North Carolina;North Carolina
2790;Sales;114.2;3.08
4141;Sub-Category;Binders;Binders
4095;Customer_ID;JO-15280;JO-15280
661;Sub-Category;Binders;Binders
3337;Region;South;?
3428;Customer_Name;Christine Kargatis;Christine Kargatis
456;Product_Name;WD My Passport Ultra 500GB Portable External Hard Drive;WD My Passport Ultra 500GB Portable External Hard Drive
2723;Segment;Home Office;Home Office
11;Product_ID;OFF-AR-10001683;?
1547;Product_ID;OFF-ST-10001590;?
317;City;Glendale;Glendale
1027;Region;Central;?
1334;Sales;1626.19;?
21;Segment;Home Office;Home Office
3162;Region;West;West
1087;Segment;Consumer;Consumer
1452;Ship_Mode;Standard Class;Standard Class
899;State;Texas;Texas
1556;Customer_ID;IL-15100;IL-15100
2109;Segment;Home Office;Home Office
471;Sub-Category;Chairs;?
721;Customer_Name;Cynthia Voltz;Cynthia Voltz
800;Customer_Name;Carol Darley;Carol Darley
4394;Sales;54.77;?
3449;City;Jackson;Jackson
4086;Sales;16.0;?
1555;Product_ID;OFF-AR-10002375;?
711;Ship_Mode;Standard Class;?
1025;Customer_Name;Gary Hansen;Gary Hansen
758;City;San Diego;?
62;Region;West;West
2481;Customer_ID;DJ-13510;DJ-13510
369;Sales;1362.9;?
2552;Region;West;West
3412;Region;East;East
2943;Product_Name;Xerox 1933;Xerox 1933
1850;Product_Name;Acco 6 Outlet Guardian Standard Surge Suppressor;Acco 6 Outlet Guardian Standard Surge Suppressor
1531;Sub-Category;Furnishings;Furnishings
592;Sales;80.3;?
2431;Sales;872.94;?
421;Product_Name;Acco Perma 2700 Stacking Storage Drawers;Acco Perma 2700 Stacking Storage Drawers
4085;Product_Name;Wilson Jones Legal Size Ring Binders;Wilson Jones Legal Size Ring Binders
2305;Sales;28.67;?
908;Product_Name;Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf;Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf
3726;Sub-Category;Labels;Labels
564;Product_Name;Avery Hanging File Binders;Avery Hanging File Binders
1641;Sub-Category;Accessories;Accessories
4115;Product_ID;OFF-AR-10001044;?
4207;Ship_Mode;First Class;First Class
2151;Customer_Name;Dianna Vittorini;Dianna Vittorini
1353;Customer_Name;Ben Peterman;Ben Peterman
2331;Sales;85.44;?
9;Ship_Mode;Standard Class;Standard Class
990;Region;West;West
3512;State;Texas;?
774;State;California;California
1704;Segment;Consumer;Consumer
591;Region;East;East
2218;Segment;Home Office;Home Office
1703;Segment;Corporate;Corporate
388;Segment;Consumer;Consumer
3825;Customer_ID;ML-17410;ML-17410
1476;Customer_Name;Noel Staavos;Noel Staavos
1769;Sub-Category;Accessories;Accessories
2438;Ship_Mode;Second Class;?
4347;Sales;13.98;?
2713;Ship_Mode;Standard Class;?
1937;Segment;Corporate;Corporate
3492;Customer_Name;Anna Hberlin;Anna Hberlin
2412;Customer_ID;SC-20380;SC-20380
1027;State;Texas;?
1527;State;North Carolina;?
3845;Ship_Mode;First Class;Second Class
3068;State;Florida;?
4037;Sub-Category;Paper;?
2841;Sales;16.0;?
3853;Customer_Name;Tom Ashbrook;Tom Ashbrook
4002;State;California;?
1675;Segment;Consumer;Consumer
3331;Region;Central;Central
1959;Customer_ID;DO-13645;DO-13645
3187;Customer_ID;LT-17110;LT-17110
3013;Customer_Name;Marina Lichtenstein;Marina Lichtenstein
2954;Ship_Mode;Standard Class;Standard Class
1307;Sales;33.75;?
1879;Customer_Name;Neoma Murray;Neoma Murray
4276;Sub-Category;Art;Art
3151;Sales;84.84;?
656;Sub-Category;Paper;?
2844;State;New York;?
4266;Customer_Name;Max Engle;Max Engle
813;State;Maryland;Maryland
2127;Region;West;West
727;Product_ID;OFF-BI-10002049;?
1855;Customer_Name;Joe Kamberova;Joe Kamberova
2223;Segment;Consumer;Consumer
1801;Ship_Mode;Standard Class;Standard Class
3956;Customer_Name;Frank Gastineau;Frank Gastineau
1715;Segment;Consumer;Consumer
3347;Region;Central;Central
3311;State;Wisconsin;?
2431;Region;Central;Central
2131;Product_Name;Aluminum Screw Posts;Aluminum Screw Posts
1062;Segment;Consumer;Consumer
1476;Product_Name;ACCOHIDE 3-Ring Binder Blue 1;ACCOHIDE 3-Ring Binder Blue 1
1237;State;Indiana;Indiana
1866;State;New York;New York
635;Sales;177.54;?
3396;Product_ID;TEC-PH-10000455;?
76;City;Henderson;?
2271;State;Ohio;Ohio
2616;Customer_ID;CD-11920;CD-11920
2420;Customer_Name;Bill Eplett;Bill Eplett
3231;Sales;15.07;?
1017;Product_Name;Boston 1799 Powerhouse Electric Pencil Sharpener;?
2114;Customer_Name;Craig Yedwab;Craig Yedwab
1101;Sales;334.77;?
2982;Sub-Category;Accessories;Accessories
3210;Product_ID;OFF-AR-10001915;?
3656;Segment;Consumer;Consumer
531;State;California;?
2830;Sub-Category;Appliances;Appliances
1648;State;Tennessee;Tennessee
3970;Segment;Corporate;Corporate
3825;Product_Name;Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup;Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup
2941;Sub-Category;Copiers;Copiers
117;Segment;Consumer;Consumer
4083;State;New York;New York
4015;Sales;15.56;?
2667;Product_ID;OFF-AR-10003732;?
2138;Region;West;West
1371;Ship_Mode;Standard Class;?
1461;Product_Name;Safco Steel Mobile File Cart;?
927;Product_Name;Global Wood Trimmed Manager's Task Chair Khaki;Global Wood Trimmed Manager's Task Chair Khaki
2044;Product_ID;OFF-EN-10004773;?
1374;Sub-Category;Phones;Phones
222;Segment;Home Office;Home Office
3714;State;Maryland;Maryland
3281;Segment;Consumer;Consumer
1055;Region;Central;Central
1538;Customer_ID;NP-18670;NP-18670
1598;State;South Carolina;South Carolina
1096;Product_Name;Kingston Digital DataTraveler 32GB USB 2.0;Kingston Digital DataTraveler 32GB USB 2.0
563;Region;South;South
1229;Segment;Consumer;Consumer
1344;Customer_ID;AM-10360;AM-10360
2383;Customer_ID;CM-12235;CM-12235
3526;Ship_Mode;Second Class;?
3747;Customer_ID;SP-20860;SP-20860
2195;City;Pompano Beach;Pompano Beach
4459;Sub-Category;Supplies;Supplies
3647;Product_ID;FUR-TA-10001932;?
1150;Region;West;West
4216;Ship_Mode;Standard Class;Standard Class
269;Customer_ID;BS-11665;BS-11665
1070;State;New York;New York
1388;Ship_Mode;Standard Class;?
2092;Segment;Home Office;Home Office
1514;Sub-Category;Paper;Paper
1580;Customer_ID;LH-17155;LH-17155
244;Customer_Name;Claudia Bergmann;Claudia Bergmann
938;Ship_Mode;Standard Class;Standard Class
4349;Region;East;East
911;Customer_Name;Mike Vittorini;Mike Vittorini
4366;Customer_Name;Roland Fjeld;Roland Fjeld
4419;Ship_Mode;First Class;?
3210;City;San Antonio;?
4077;Product_Name;Wilson Jones Century Plastic Molded Ring Binders;Wilson Jones Century Plastic Molded Ring Binders
715;Sales;383.84;?
2672;Segment;Corporate;Corporate
2926;City;Roseville;?
4351;State;California;California
2425;State;New Jersey;?
3377;City;Pasadena;?
1880;State;Texas;?
833;Ship_Mode;Same Day;?
840;Product_Name;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;?
3957;Product_ID;OFF-AR-10002399;?
1972;Customer_Name;Steven Cartwright;Steven Cartwright
2983;City;Columbia;Columbia
1877;Customer_ID;KN-16390;KN-16390
4171;Segment;Consumer;Consumer
1479;State;Pennsylvania;Pennsylvania
92;City;Bristol;?
2133;State;California;California
2504;Region;West;West
1713;State;Mississippi;?
1059;Sub-Category;Binders;Binders
322;Customer_Name;Julie Prescott;Julie Prescott
1488;Customer_Name;George Zrebassa;George Zrebassa
1245;State;Ohio;?
2220;Ship_Mode;Standard Class;Standard Class
4206;Customer_Name;Lena Cacioppo;?
4489;Segment;Consumer;Consumer
3069;State;California;?
1497;City;Henderson;?
1841;Ship_Mode;Standard Class;Same Day
1048;Region;West;West
423;Customer_Name;Ross Baird;Ross Baird
78;Customer_ID;ES-14080;ES-14080
1583;Sales;19.98;?
